,0
0,EIF4A2
1,EEF2
2,TUBA1B
3,NDUFS5
4,SLC12A2
5,HSPA8
6,PTP4A1
7,MRFAP1
8,F11R
9,CST3
10,HSPA1A
11,KRT18
12,SAT1
13,BASP1
14,B2M
15,SOCS2
16,PSAP
17,RPL22L1
18,NACA
19,HSP90AB1
20,CYC1
21,RAN
22,XBP1
23,MORF4L1
24,H1F0
25,UQCRH
26,ID2
27,TMEM59
28,RPL36
29,YWHAQ
30,CLU
31,SERINC3
32,IRX3
33,MYL12A
34,PPIA
35,RPS26
36,GATA3
37,KRT8
38,PPP1CC
39,SNRPB
40,HSP90B1
41,IER3
42,HINT1
43,CEBPB
44,TPD52L1
45,EPCAM
46,ISOC1
47,S100A10
48,CCT7
49,RPL6
50,FOLR1
51,SEC11A
52,GOLPH3
53,CS
54,CNIH1
55,SLC7A5
56,VAMP8
57,ADIPOR2
58,TUBA1A
59,HIST1H2AC
60,CSDE1
61,PKM
62,COMT
63,MYL12B
64,NPNT
65,CDK2AP1
66,PRDX4
67,CTSD
68,DSTN
69,TKT
70,MANF
71,RPLP1
72,FXYD3
73,COX7A2
74,TFAP2C
75,NDUFAB1
76,UQCRQ
77,NDUFS3
78,COX6C
79,APP
80,ANXA2
81,SCP2
82,SLC3A2
83,NDUFB9
84,HSPA1B
85,ANXA5
