,0
0,RRM2
1,CXCL12
2,TOP2A
3,UBE2T
4,CEP55
5,KIF4A
6,GINS1
7,CRACR2B
8,CDKN3
9,LMNB1
10,CDK1
11,NCAPG
12,TPX2
13,CDCA8
14,KIF18B
15,MYBL2
16,NDC80
17,DEPDC1
18,TACC3
19,CCNB1
20,DLGAP5
21,CDCA3
22,UBE2C
23,CTPS1
24,KIF2C
25,TXNIP
26,CENPF
27,KIF20A
28,PTTG1
29,CENPA
30,KIF11
31,FAM83D
32,RACGAP1
33,ZWINT
34,KPNA2
35,SOCS2
36,KIAA0101
37,CKS2
38,TRIP13
39,ASF1B
40,CDCA5
41,SERHL2
42,IFFO2
43,TTK
44,SPAG5
45,FOXM1
46,CCNA2
47,KIF15
48,NUSAP1
49,HJURP
50,UHRF1
51,PBK
52,RAB26
53,ZNF367
54,BUB1B
55,CENPE
56,CSTA
57,HMGB3
58,KIF14
59,CDC20
60,FANCI
61,MKI67
62,BLM
63,FAM64A
64,GAS2L3
65,MAD2L1
66,AURKA
67,ANLN
68,EZH2
69,MELK
70,PRC1
