,0
0,PLEKHF2
1,ARL6IP1
2,TUBA1B
3,FKBP4
4,RBL2
5,SDCBP
6,SLC25A5
7,ATP6V1A
8,KPNA2
9,HSPB1
10,PKIB
11,UBE2T
12,SAT1
13,FAM83D
14,GSTM3
15,SOCS2
16,RPL22L1
17,CKS1B
18,RNASEH2A
19,ZWILCH
20,TUBB4B
21,S100A11
22,RACGAP1
23,PIK3R3
24,TMEM59
25,SELENBP1
26,DDX39A
27,NCOA3
28,BTG1
29,KNSTRN
30,TMEM150C
31,CD24
32,KRT8
33,SYTL2
34,S100A16
35,TSKU
36,ZNF217
37,ILF2
38,PRSS23
39,LXN
40,RFX5
41,PBK
42,ADIRF
43,UBE2C
44,YPEL5
45,CDK1
46,ATP1B1
47,PRC1
48,TUBB
49,CDKN3
50,TPX2
51,LITAF
52,VMP1
53,GRN
54,FBP1
55,BRIP1
56,HIST1H2BD
57,HSPB8
58,MYO6
59,CSTA
60,HNRNPAB
61,HIST1H2AC
62,KYNU
63,CKS2
64,CCNB1
65,PTTG1
66,KIF20A
67,CTSD
68,FXYD3
69,MAD2L1
70,TUBA1C
71,GREB1
72,BAMBI
73,MLPH
74,TXNIP
75,ACSL3
76,TFF1
77,CDC20
78,RRM2
79,SIAH2
