,0
0,C14ORF132
1,KIF2C
2,CENPF
3,PTTG1
4,KIF11
5,RACGAP1
6,ZWINT
7,ADIRF
8,FAM214A
9,TLE2
10,KIF14
11,BLM
12,EZH2
13,CDKN3
14,CDC20
15,TOP2A
16,KIF4A
17,GINS1
18,CDK1
19,KIF18B
20,NCAPG
21,CCNB1
22,CDCA3
23,MLPH
24,SYTL2
25,SERHL2
26,CCNA2
27,NUSAP1
28,UHRF1
29,PBK
30,ZNF367
31,SHCBP1
32,BUB1B
33,FANCI
34,TCF19
35,TFF1
36,FAM64A
37,AURKA
38,MELK
39,RRM2
40,SPC25
41,DEPDC1
42,LMNB1
43,MYBL2
44,NDC80
45,TACC3
46,DLGAP5
47,FBP1
48,PSRC1
49,CDC6
50,FAM83D
51,SOCS2
52,ASF1B
53,CDCA5
54,KIF15
55,STIL
56,HJURP
57,LAMB2
58,EFHD1
59,CDC45
60,ZWILCH
61,PRC1
62,CXCL12
63,UBE2T
64,CEP55
65,CRACR2B
66,TPX2
67,CDCA8
68,UBE2C
69,CTPS1
70,KIF20A
71,MCM2
72,CENPA
73,RNASEH2A
74,GSTM3
75,KPNA2
76,CKS2
77,TRIP13
78,TTK
79,FOXM1
80,NBEA
81,TBC1D9
82,CENPE
83,HMGB3
84,NCAPD2
85,MKI67
86,GAS2L3
87,MAD2L1
88,ANLN
