,0
0,CCNDBP1
1,CXCL12
2,FKBP4
3,PRSS8
4,CORO2A
5,SSR3
6,ALDH4A1
7,PIK3R3
8,LYPD3
9,PISD
10,NPNT
11,ANXA4
12,YPEL5
13,LITAF
14,S1PR3
15,RPS27L
16,LRP10
17,SUOX
18,SIAH2
19,KYNU
20,LIMA1
21,ERBB3
22,SLC19A2
23,BTG1
24,CTPS1
25,CTSD
26,TXNIP
27,CTSH
28,GREB1
29,PRSS23
30,DEGS1
31,SLC29A1
32,TMEM150C
33,FBP1
34,KHNYN
35,SGSM3
36,RBL2
37,QPRT
38,SPATA20
39,MLPH
40,VMP1
41,MYO6
42,SAT1
43,ANXA9
44,SYTL2
45,TRIP13
46,TSKU
47,HIST1H2AC
48,SLC16A1
49,PKIB
50,ATP8B2
51,TTK
52,FAM214A
53,TSC22D3
54,ATP2A3
55,RPL22L1
56,EPB41L5
57,RFX5
58,DRAM1
59,ACSL3
60,PLEKHF2
61,ATP1B1
62,RAB26
63,BAMBI
64,CSTA
65,LXN
66,TFF1
67,ORAI3
68,SDCBP
69,SELENBP1
70,DEPDC1B
71,HSPB8
72,RGL2
