,0
0,PLEKHF2
1,ARL6IP1
2,PCNA
3,DUT
4,FKBP4
5,SLC19A2
6,RBL2
7,SDCBP
8,SLC25A5
9,MCM7
10,KPNA2
11,FAM214A
12,PKIB
13,UBE2T
14,SAT1
15,GSTM3
16,SOCS2
17,S1PR3
18,RPL22L1
19,CKS1B
20,RNASEH2A
21,TUBB4B
22,HSPD1
23,MTHFD1
24,XBP1
25,PIK3R3
26,TMEM59
27,MELK
28,NCOA3
29,BTG1
30,PTMA
31,TMEM150C
32,CD24
33,SYTL2
34,SPDEF
35,S100A16
36,BRI3BP
37,TSKU
38,ZNF217
39,ILF2
40,PRSS23
41,LXN
42,RFX5
43,FEN1
44,NFKBIA
45,PBK
46,UHRF1
47,ADIRF
48,FAM107B
49,UBE2C
50,YPEL5
51,CXCL12
52,CDK1
53,ATP1B1
54,PRC1
55,SULF2
56,TUBB
57,MCM6
58,GMNN
59,LITAF
60,VMP1
61,FBP1
62,BRIP1
63,HIST1H2BD
64,HSPB8
65,CTPS1
66,MYO6
67,CSTA
68,HNRNPAB
69,HIST1H2AC
70,KYNU
71,TP53INP1
72,CKS2
73,CTSD
74,MAD2L1
75,TUBA1C
76,GREB1
77,BAMBI
78,MLPH
79,TXNIP
80,ACSL3
81,XPOT
82,MCM2
83,RRM2
84,GINS1
85,SIAH2
