,0
0,BTG1
1,PTTG1
2,VMP1
3,HIST1H2BD
4,RACGAP1
5,SAT1
6,ADIRF
7,ILF2
8,KNSTRN
9,S100A11
10,SDCBP
11,SELENBP1
12,SIAH2
13,CDKN3
14,CDC20
15,FKBP4
16,BRIP1
17,PIK3R3
18,YPEL5
19,CDK1
20,GRN
21,CCNB1
22,TXNIP
23,TUBB
24,GREB1
25,DDX39A
26,MLPH
27,SYTL2
28,TUBA1B
29,FXYD3
30,PLEKHF2
31,PBK
32,BAMBI
33,LXN
34,TFF1
35,CD24
36,ARL6IP1
37,S100A16
38,CKS1B
39,RRM2
40,PKIB
41,TUBA1C
42,SLC25A5
43,CTSD
44,TMEM150C
45,FBP1
46,RBL2
47,FAM83D
48,SOCS2
49,HNRNPAB
50,HIST1H2AC
51,RPL22L1
52,ATP1B1
53,ATP6V1A
54,ZWILCH
55,HSPB8
56,PRC1
57,UBE2T
58,LITAF
59,TUBB4B
60,TMEM59
61,TPX2
62,KYNU
63,UBE2C
64,NCOA3
65,PRSS23
66,KIF20A
67,RNASEH2A
68,MYO6
69,GSTM3
70,KPNA2
71,CKS2
72,TSKU
73,KRT8
74,ZNF217
75,RFX5
76,ACSL3
77,CSTA
78,HSPB1
79,MAD2L1
