,0
0,TGFBI
1,HMOX1
2,NAV2
3,SGK1
4,DLC1
5,COL4A2
6,SOX9
7,MGLL
8,MYC
9,RGS16
10,ETS2
11,DST
12,PRKCSH
13,TRIB1
14,DUSP5
15,SLC7A5
16,KLF4
