0
NFATC1
TNFAIP3
ATP2A3
INPP5D
ARHGEF3
JUNB
DOCK10
PTPRC
RASSF5
ETS1
HIVEP2
IKZF1
FLI1
LCP1
TXNIP
LAPTM5
RASGRP1
RUNX3
ITPKB
ADCY7
FYN
PREX1
SEMA4D
PTPRJ
ITGA4
TCF7
PRKCH
