,0
0,OSR1
1,SLIT2
2,GHR
3,INHBB
4,ZFP36
5,JAM2
6,CCL14
7,FOSB
8,ACCS
9,MATN2
10,SHE
11,SRPX
12,HLF
13,FHL1
14,APOD
15,GPX3
16,CDH5
17,ENPP2
18,CTSG
19,DUSP6
20,MAMDC2
21,AQP1
22,MEOX1
23,CSRNP1
24,C16ORF89
25,PI15
26,SDPR
27,DLK1
28,NR4A2
29,FABP4
30,C2ORF40
31,KRT14
32,TFF3
33,EGR3
34,ADH1B
35,SH3BGRL2
36,LYVE1
37,EMCN
38,AKR1C3
39,NOVA1
40,NOSTRIN
41,TGFBR3
42,PON3
43,LRRN4CL
44,AOC3
45,PTGDS
46,PROS1
47,FIGF
48,ITGA7
49,FMO2
50,CLEC3B
51,TNXB
52,ITM2A
53,CCL21
54,TSPAN7
55,IL33
56,CDO1
57,SPRY2
58,ABCA6
59,HBB
60,ADIRF
61,CHRDL1
62,CFD
63,WIF1
64,PPAP2B
65,EBF1
66,PDLIM1
67,ADIPOQ
68,GPIHBP1
69,CPLX1
70,OLFML2A
71,IGSF10
72,FOS
73,SCN4B
74,FAM189A2
75,SYBU
76,SEMA3G
77,SCARA5
78,PENK
79,SLC7A3
80,COL6A6
81,KLHL13
82,ABLIM3
83,ZBTB16
84,PDE2A
85,LOC100286909
86,ANKRD29
87,NBEA
88,TAC1
89,LHFP
90,EFEMP1
91,ACKR1
92,KLF4
93,MYO5C
94,CAV1
95,EGFLAM
96,ITIH5
97,PAMR1
98,CLDN5
99,CD34
