,0
0,EEF2
1,TMSB4X
2,HMGN1
3,SLC12A2
4,UBC
5,H3F3B
6,SDCBP
7,HSPA8
8,SLC25A5
9,ENO1
10,ATP5B
11,PLK2
12,MGST1
13,RPLP0
14,DECR1
15,IGFBP4
16,KRT18
17,SAT1
18,B2M
19,RPL5
20,CD63
21,HSP90AB1
22,NDUFA4
23,ACTB
24,HADHB
25,CDH1
26,TUBB4B
27,RAN
28,S100A11
29,MORF4L1
30,DSP
31,ID2
32,ID3
33,SELENBP1
34,GABARAP
35,CD9
36,CLU
37,BTG1
38,IFITM3
39,MYL12A
40,RPS26
41,CD24
42,KRT8
43,RPS3A
44,RPL8
45,HSP90B1
46,DBI
47,CEBPB
48,SEPP1
49,EPCAM
50,PRSS23
51,PMP22
52,LXN
53,S100A10
54,MIF
55,PSMB3
56,IFITM1
57,ATP1B3
58,LITAF
59,MT2A
60,ACTG1
61,PRDX1
62,TACSTD2
63,SGCG
64,ATP5G3
65,ATP5F1
66,DYNLT3
67,RPL19
68,COMT
69,RPS17
70,MYL12B
71,CD164
72,REEP5
73,LCN2
74,VDAC1
75,SEC61G
76,KRT19
77,FXYD3
78,TUBA1C
79,RPL31
80,HSPA5
81,ISCU
82,ITM2B
83,TXNIP
84,ANXA2
85,CAPNS1
86,NDUFB9
87,PEBP1
88,GLO1
89,EEF1A1
