,0
0,CTGF
1,COL6A2
2,LYZ2
3,TMSB4X
4,SLC12A2
5,CAPG
6,H3F3B
7,SDCBP
8,RPS2
9,GAPDH
10,ATP5A1
11,LDHB
12,GPX4
13,MGST1
14,VIM
15,SLPI
16,CST3
17,RPLP0
18,IGFBP4
19,TGM2
20,BNIP3
21,HSP90AB1
22,NDUFA4
23,ACTB
24,CST6
25,GLYCAM1
26,EMP1
27,S100A11
28,GLUL
29,RPS29
30,MORF4L1
31,RPS3
32,CFD
33,PCOLCE
34,TALDO1
35,MUP5
36,SCD1
37,CD9
38,ARL6IP5
39,TSPO
40,CLU
41,BTG1
42,IFITM3
43,ACTA2
44,PPIA
45,TMEM176B
46,KRT8
47,LPL
48,RBP1
49,HSP90B1
50,COX4I1
51,FASN
52,ATP1A2
53,DBI
54,CEBPB
55,CCND1
56,SEPP1
57,ACLY
58,EPCAM
59,CD36
60,MIF
61,S100A10
62,APOE
63,CD81
64,RPL18
65,SFRP2
66,DCN
67,CSN3
68,ATP1B3
69,CSRP1
70,CAV1
71,S100A6
72,DUSP6
73,ACTG1
74,MPC1
75,ACADM
76,ECHDC1
77,SERPING1
78,CTNNB1
79,COL5A1
80,FTH1
81,MDH1
82,RPS23
83,ATP5G3
84,MMP13
85,C3
86,IGFBP2
87,RPL19
88,H19
89,GPNMB
90,TAGLN
91,UQCRFS1
92,LCN2
93,COL3A1
94,OXCT1
95,SPARC
96,ACTA1
97,KRT19
98,FXYD3
99,CNN3
100,RPL31
101,G0S2
102,RPS14
103,HSPA5
104,XDH
105,CAR3
106,RPL10A
107,TXNIP
108,ANXA2
109,CAPNS1
110,PMEPA1
111,LRG1
112,SPP1
113,HSPA1B
114,ISG20
115,SNX5
116,MGP
117,ALDOA
118,RPS27A
119,RPN1
120,PYGL
121,EEF1A1
122,ACSL1
