,0
0,MYL12B
1,CXCL12
2,FCGBP
3,CTGF
4,CCL11
5,ID2
6,CAV1
7,DUSP6
8,CD83
9,SGK1
10,CHSY1
11,SOD3
12,IGFBP4
13,FMO1
14,IL6ST
15,AGT
16,CEBPB
17,CCND1
18,MYL1
19,ECE1
20,AREG
21,RASD1
22,FAM107B
