,0
0,LXN
1,CXCL12
2,KRT15
3,EPAS1
4,RETSAT
5,AREG
6,ITGA3
7,ECE1
8,FXYD3
9,GSN
10,STMN1
11,CCND1
12,TIMP3
13,PCNA
14,YPEL3
15,ACTA2
