,0
0,ID3
1,HSP90B1
2,MORF4L1
3,HSPA5
4,PSMB3
5,NDUFA4
6,CLU
7,BTG1
8,SGCG
9,ISCU
10,SAT1
11,LCN2
12,SEPP1
13,ATP5B
14,PRDX1
15,MGST1
16,RPLP0
17,S100A11
18,KRT18
19,ACTB
20,HADHB
21,COMT
22,SDCBP
23,SELENBP1
24,KRT19
25,NDUFB9
26,REEP5
27,EEF1A1
28,HMGN1
29,GABARAP
30,ITM2B
31,PMP22
32,B2M
33,RPS3A
34,RPS26
35,TXNIP
36,DYNLT3
37,MIF
38,IGFBP4
39,RAN
40,ATP5G3
41,FXYD3
42,VDAC1
43,LXN
44,S100A10
45,PLK2
46,CD24
47,HSP90AB1
48,HSPA8
49,H3F3B
50,MT2A
51,RPL8
52,TACSTD2
53,SEC61G
54,CDH1
55,TUBA1C
56,CEBPB
57,SLC25A5
58,CAPNS1
59,ATP5F1
60,EPCAM
61,DBI
62,PEBP1
63,ATP1B3
64,TMSB4X
65,ID2
66,CD164
67,RPL31
68,RPS17
69,IFITM1
70,IFITM3
71,LITAF
72,UBC
73,DECR1
74,DSP
75,TUBB4B
76,ANXA2
77,RPL19
78,MYL12A
79,MYL12B
80,ENO1
81,PRSS23
82,EEF2
83,KRT8
84,RPL5
85,CD63
86,SLC12A2
87,GLO1
88,CD9
89,ACTG1
