,0
0,ID3
1,MORF4L1
2,PCNA
3,HSPA5
4,RPS16
5,CLU
6,BTG1
7,SGCG
8,LY6E
9,ISCU
10,SAT1
11,SEPP1
12,RPS3
13,G6PD
14,COX4I1
15,RPLP0
16,KRT18
17,ACTB
18,HADHB
19,COMT
20,SDCBP
21,KRT19
22,FAM107B
23,REEP5
24,EEF1A1
25,B2M
26,RPS3A
27,RPS26
28,TXNIP
29,DYNLT3
30,FTH1
31,IGFBP4
32,RAN
33,NFKBIA
34,CALM1
35,VDAC1
36,RPS2
37,LXN
38,S100A10
39,PPIA
40,CD24
41,HSP90AB1
42,HSPA8
43,RPL8
44,TACSTD2
45,SLC1A5
46,SLC25A1
47,TUBA1C
48,CEBPB
49,SLC25A5
50,CAPNS1
51,COX1
52,RPS29
53,LGALS1
54,EPCAM
55,DBI
56,ATP1B3
57,TMSB4X
58,UQCRFS1
59,ID2
60,RPL31
61,RPL27
62,RPS17
63,IFITM1
64,CXCL12
65,XBP1
66,IFITM3
67,EEF1B2
68,LITAF
69,UBC
70,DSP
71,TUBB4B
72,PTMA
73,CD81
74,MYL12B
75,ENO1
76,GAPDH
77,PRSS23
78,CCND1
79,RPS19
80,MYL6
81,EEF2
82,RPN1
83,RPL5
84,RPL12
85,CD63
86,SLC12A2
87,GNAS
88,ACTG1
89,HSPA1B
