,0
0,EEF2
1,PCNA
2,EEF1B2
3,TMSB4X
4,SLC12A2
5,UBC
6,SDCBP
7,HSPA8
8,SLC25A5
9,ENO1
10,RPS2
11,GAPDH
12,RPL27
13,RPLP0
14,IGFBP4
15,KRT18
16,SAT1
17,B2M
18,RPL5
19,CD63
20,HSP90AB1
21,SLC1A5
22,CALM1
23,ACTB
24,HADHB
25,TUBB4B
26,RAN
27,XBP1
28,RPS29
29,MORF4L1
30,RPS3
31,DSP
32,ID2
33,ID3
34,RPS19
35,CLU
36,BTG1
37,IFITM3
38,PTMA
39,PPIA
40,RPS26
41,CD24
42,RPS3A
43,RPL8
44,COX4I1
45,DBI
46,CEBPB
47,CCND1
48,SEPP1
49,EPCAM
50,PRSS23
51,LXN
52,S100A10
53,MYL6
54,NFKBIA
55,CD81
56,FAM107B
57,IFITM1
58,CXCL12
59,LY6E
60,SLC25A1
61,ATP1B3
62,LITAF
63,ACTG1
64,GNAS
65,TACSTD2
66,FTH1
67,SGCG
68,DYNLT3
69,RPL12
70,COMT
71,RPS17
72,G6PD
73,MYL12B
74,REEP5
75,UQCRFS1
76,VDAC1
77,KRT19
78,LGALS1
79,TUBA1C
80,RPL31
81,HSPA5
82,RPS16
83,ISCU
84,TXNIP
85,CAPNS1
86,COX1
87,HSPA1B
88,RPN1
89,EEF1A1
