,0
0,HMMR
1,CDCA7
2,C14ORF132
3,AREG
4,KIF2C
5,CENPF
6,BORA
7,KIF11
8,LTBP2
9,RACGAP1
10,NUF2
11,FAM214A
12,ASPM
13,KIF14
14,KIF18A
15,BLM
16,FHL2
17,ATAD2
18,FOS
19,CDKN3
20,CDC20
21,ACTA2
22,OIP5
23,TOP2A
24,KIF4A
25,GINS1
26,CDK1
27,KIF18B
28,NCAPG
29,CCNB1
30,MAST4
31,CDCA3
32,MLPH
33,SYTL2
34,CCNA2
35,UHRF1
36,PBK
37,SHCBP1
38,BUB1B
39,FANCI
40,TCF19
41,CLCA2
42,FAM64A
43,AURKA
44,MELK
45,CKAP2L
46,RRM2
47,SPC25
48,DEPDC1
49,LMNB1
50,NDC80
51,MYBL2
52,TACC3
53,NEK2
54,DLGAP5
55,FAM72D
56,CPE
57,DHRS2
58,PSRC1
59,CDC6
60,FAM83D
61,KRT15
62,ASF1B
63,CDCA5
64,KIF15
65,STIL
66,HJURP
67,LAMB2
68,CDC45
69,SHC4
70,ZWILCH
71,AFAP1L2
72,PRC1
73,GGH
74,UBE2T
75,CEP55
76,RAD51AP1
77,NPY1R
78,TPX2
79,CDCA8
80,UBE2C
81,KIF20A
82,CENPA
83,RNASEH2A
84,KPNA2
85,TRIP13
86,TTK
87,FOXM1
88,C1ORF112
89,TBC1D9
90,MYOF
91,CENPE
92,HMGB3
93,NCAPD2
94,GAS2L3
95,MAD2L1
96,ANLN
