,0
0,ATP9A
1,TXNDC16
2,YTHDF3
3,EFNB2
4,EFEMP1
5,HSPA5
6,INHBB
7,TGFBI
8,SGK1
9,SLC19A2
10,CLU
11,WIPI1
12,FAM129A
13,MYC
14,SLC6A14
15,PPL
16,PPP3R1
17,SPATA20
18,PFAS
19,SIDT2
20,CA12
21,NDRG1
22,EPB41L5
23,MED21
24,IL10RB
25,HSPB8
26,IPO4
