,0
0,MEST
1,QARS
2,CDK2AP1
3,HSP90AA1
4,DHX40
5,BANF1
6,DHCR7
7,CLU
8,HSPA5
9,PEG10
10,PPP3CA
11,SERPINA3
12,YBX1
13,HSPB8
14,TACSTD2
15,DKK1
16,DNAJA1
17,CA12
18,IFIT1
19,DYNLT3
20,ATP9A
21,ISOC1
22,SMAP1
23,FDFT1
