,0
0,BCL2L11
1,IL20
2,GEMIN5
3,CCND1
4,RHOBTB1
5,TET2
6,MYOF
7,FHL1
8,ASB13
9,IGFBP4
10,C1QTNF6
11,TMA16
12,PPM1K
13,TMPRSS3
14,IL24
15,ZNF703
16,WDR75
17,NRIP1
18,MAT1A
19,DOK7
20,ENDOD1
21,HSPB8
22,C8ORF46
23,NAB2
24,C15ORF59
25,NBPF4
26,MREG
27,SLC19A2
28,EGR3
29,SIAH2
30,CXCL12
31,MYC
32,FDFT1
33,NPY1R
34,TIPARP
35,ITGA2
36,TENM4
37,CA12
38,GREB1
39,SLC26A2
40,ADCY9
41,RAPGEFL1
42,PRSS23
43,PKIB
44,AREG
45,THBS1
46,FJX1
47,KCNK6
48,NECAB1
49,CISH
50,KCTD6
51,MYBL1
52,SGK223
53,OLFM1
54,SGK3
55,FOXC1
56,PMAIP1
57,SACS
58,TPBG
59,LONRF2
60,NOC3L
61,CAP2
62,FAM60A
63,SMOX
64,SLC2A14
65,RBBP8
66,PGR
67,THSD4
68,PODXL
69,C1ORF226
70,C5AR2
71,PDZK1
72,GAB2
73,RCL1
74,RBM24
75,RAI14
76,RARA
77,SYTL4
78,TGIF2
79,MYB
80,RERG
