,0
0,PLEKHF2
1,TUBA1B
2,FKBP4
3,IRF2BPL
4,RBL2
5,AGR2
6,FOXA1
7,HSPA8
8,PTP4A1
9,CCT4
10,CERS2
11,NRIP1
12,NPY1R
13,NPM3
14,TCN1
15,SMIM14
16,PKIB
17,IGFBP4
18,DDR1
19,CCT2
20,SOCS2
21,EGR3
22,RAB27B
23,RPL22L1
24,HSP90AB1
25,FDFT1
26,NPM1
27,HSPH1
28,TPBG
29,TUBB6
30,ABCE1
31,NOLC1
32,NME1
33,PIK3R3
34,DTX3L
35,SELENBP1
36,CLU
37,ZG16B
38,SUSD3
39,MANSC1
40,MREG
41,TMEM150C
42,GATA3
43,CD24
44,SYTL2
45,S100A16
46,PRMT5
47,TPD52L1
48,TSKU
49,PRSS23
50,LXN
51,PGR
52,GPRC5A
53,EFNA1
54,YPEL5
55,MB
56,RUVBL1
57,HSP90AA1
58,DDX21
59,LITAF
60,MRPL3
61,BAG3
62,GRN
63,FBP1
64,PPM1K
65,HSPB8
66,TACSTD2
67,C1QBP
68,DNAJA1
69,MYO6
70,CSTA
71,KYNU
72,RBM24
73,CTSD
74,ABAT
75,CYCS
76,PAICS
77,GREB1
78,BAMBI
79,GEMIN5
80,YBX1
81,TXNIP
82,ACSL3
83,TFF1
84,GPR160
85,DNAJC1
86,CA12
87,SLC26A2
88,FABP5
89,SIAH2
