,0
0,PLEKHF2
1,FKBP4
2,SLC19A2
3,IRF2BPL
4,RBL2
5,FOXA1
6,HSPA8
7,PTP4A1
8,CERS2
9,NRIP1
10,NPY1R
11,SMIM14
12,PKIB
13,FAM214A
14,E2F6
15,SMS
16,IGFBP4
17,CCT2
18,DDR1
19,SOCS2
20,NOC3L
21,EGR3
22,S1PR3
23,RPL22L1
24,HSP90AB1
25,NPM1
26,FDFT1
27,HSPH1
28,TPBG
29,TUBB6
30,ABCE1
31,HSPD1
32,NOLC1
33,NME1
34,PIK3R3
35,DTX3L
36,CLU
37,MREG
38,TMEM150C
39,GATA3
40,CD24
41,SYTL2
42,SPDEF
43,S100A16
44,IER3
45,CCND1
46,PRMT5
47,TPD52L1
48,TSKU
49,PRSS23
50,LXN
51,PGR
52,GPRC5A
53,FAM107B
54,EFNA1
55,YPEL5
56,MB
57,CXCL12
58,RUVBL1
59,HSP90AA1
60,DDX21
61,LITAF
62,MRPL3
63,FBP1
64,CD47
65,HSPB8
66,TACSTD2
67,C1QBP
68,DNAJA1
69,MYO6
70,CSTA
71,WDR3
72,C9ORF152
73,PSMG1
74,KYNU
75,RBM24
76,TP53INP1
77,NOP56
78,CTSD
79,ABAT
80,FAM84A
81,EIF1AX
82,CYCS
83,PAICS
84,MYOF
85,GREB1
86,BAMBI
87,GEMIN5
88,YBX1
89,TXNIP
90,ACSL3
91,GPR160
92,DNAJC1
93,CA12
94,SLC26A2
95,FABP5
96,SIAH2
