,0
0,PLEKHF2
1,TUBA1B
2,FKBP4
3,IRF2BPL
4,RBL2
5,AGR2
6,FOXA1
7,HSPA8
8,PTP4A1
9,CCT4
10,CERS2
11,NPY1R
12,TCN1
13,SMIM14
14,PKIB
15,DDR1
16,CCT2
17,SOCS2
18,EGR3
19,RPL22L1
20,AREG
21,SGK3
22,HSP90AB1
23,FDFT1
24,NPM1
25,HSPH1
26,TPBG
27,TUBB6
28,ABCE1
29,NME1
30,PIK3R3
31,DTX3L
32,SELENBP1
33,CLU
34,ZG16B
35,SUSD3
36,MANSC1
37,IRX3
38,TMEM150C
39,GATA3
40,CD24
41,SYTL2
42,TMC4
43,IER3
44,PRMT5
45,TPD52L1
46,TSKU
47,PRSS23
48,LXN
49,PGR
50,GPRC5A
51,FAM107B
52,EFNA1
53,YPEL5
54,MB
55,RUVBL1
56,HSP90AA1
57,HERPUD1
58,DDX21
59,MRPL3
60,BAG3
61,GRN
62,FBP1
63,PPM1K
64,HSPB8
65,TACSTD2
66,C1QBP
67,DNAJA1
68,MYO6
69,CSTA
70,KYNU
71,NPNT
72,CTSD
73,CYCS
74,PAICS
75,GREB1
76,IL20
77,BAMBI
78,YBX1
79,TXNIP
80,ACSL3
81,TFF1
82,GPR160
83,DNAJC1
84,CA12
85,SLC26A2
86,FHL1
87,ANXA9
88,SIAH2
