,0
0,PPIB
1,CS
2,TKT
3,PRELID1
4,ADRM1
5,PRMT1
6,PTRH2
7,UBE2M
8,NAA20
9,LDHA
10,HNRNPAB
11,SLC9A3R1
12,TPD52L1
13,SNRPA1
14,EIF3CL
15,CYC1
16,AHSA1
17,MRPL3
18,IARS
19,SERF2
20,SNHG1
21,RRM2
22,PSMC3
23,VDAC2
24,CBWD1
25,PSMD14
26,PSMB5
27,YBX1
28,PTP4A1
29,SLIRP
30,C14ORF166
31,TSKU
32,RNASEH2A
33,ASS1
34,SNRNP25
35,ABCE1
36,HSPA8
37,MYEOV2
38,NME1
39,RPS26
40,TMEM64
41,SERPINA3
42,STARD10
43,DDX21
44,RUVBL1
45,DHRS2
46,BOLA3
47,MRPS17
48,TOMM6
49,PRMT5
50,CEBPB
51,B4GALT1
52,IMP4
53,HSPE1
54,HSPB8
55,DHCR7
56,FKBP4
57,PRPF4
58,MRPL16
59,POLR2G
60,GLA
61,SLC38A2
62,PHB
63,MAPK6
64,NOL11
65,TUBB
66,CKS1B
67,TUBB6
68,EGR3
69,CRELD2
70,SIAH2
71,FBL
72,NUP107
73,HSP90AB1
74,FDFT1
75,SMIM15
76,DYNLL1
77,UBE2T
78,CELSR2
79,SLC25A5
80,CXXC5
81,NPY1R
82,TFAP2C
83,SNRPD3
84,HSPH1
85,CA12
86,GREB1
87,SLC26A2
88,NPM1
89,COA4
90,ARMCX6
91,PRSS23
92,EMG1
93,PKIB
94,TUBA1A
95,DCTPP1
96,EIF3D
97,MRPL36
98,STIP1
99,PA2G4
100,TOMM5
101,KARS
102,MRPS23
103,CTSD
104,HSP90AA1
105,AIMP2
106,G6PD
107,C1QBP
108,LYSMD2
109,UBE2C
110,CMC2
111,PNPT1
112,PDIA6
113,NHP2
114,NDUFAB1
115,DYNLT3
116,SRSF2
117,UBE2S
118,S100A7
119,PPIF
120,TPBG
121,SF3B5
122,PHB2
123,SRM
124,CCT5
125,RAB31
126,C20ORF24
127,GLRX2
128,NOP58
129,STUB1
130,ILF2
131,CCT6A
132,CYCS
133,SLC3A2
134,PGR
135,SLC7A5
136,CCT3
137,MRPL15
138,PAICS
139,RPL22L1
140,PNP
141,DNAJA1
142,PSMD12
143,SYTL5
144,TUBB3
145,XPOT
146,NOP10
147,BOLA2
148,MSMO1
149,RAN
150,TFRC
151,UQCRFS1
152,CCT2
153,CCT7
154,TUBB4B
155,EIF4A1
156,BANF1
157,USMG5
