,0
0,RPL26
1,TUBA1B
2,ATP5G1
3,HLA-A
4,ADM
5,SDCBP
6,FOXA1
7,SNRPD3
8,HSPA8
9,RPS18
10,TOP2B
11,ATP5B
12,PLK2
13,CCT4
14,HEBP1
15,ARMCX6
16,SLIRP
17,PKIB
18,SAT1
19,GLA
20,PSAP
21,RPL22L1
22,GDI2
23,ETFA
24,ARNT2
25,SH3BGRL
26,NACA
27,ATIC
28,NDUFA4
29,NPM1
30,PSMC1
31,ABCE1
32,PSMA6
33,CDH1
34,RAN
35,STIP1
36,NOP10
37,LINC00052
38,UBP1
39,UQCRH
40,BOLA2
41,SELENBP1
42,ANXA2P2
43,HSPE1
44,CMC2
45,CTSA
46,RARS
47,NAA20
48,MYL12A
49,TSPAN13
50,SERINC1
51,NCOA4
52,MT1X
53,DKK1
54,DCTPP1
55,TPD52L1
56,SEPP1
57,ILF2
58,EPS8
59,NBPF15
60,TMSB10
61,STARD10
62,RPL6
63,EFNA1
64,RPL39
65,FAM102B
66,NR3C1
67,HSP90AA1
68,TRIM37
69,DHX40
70,PTPLAD1
71,MRPL3
72,PPIB
73,PEG10
74,AHSA1
75,PPM1K
76,CELSR2
77,SGCG
78,CSTA
79,ATP5G3
80,TMBIM6
81,HNRNPAB
82,ADIPOR2
83,MRPL36
84,TM9SF2
85,CREG1
86,LOC100129361
87,EEF1A2
88,TMBIM4
89,PKM
90,MYO1B
91,COMT
92,LYPLA1
93,MYL12B
94,PTTG1
95,PSMD12
96,PRMT1
97,NHP2
98,EIF3CL
99,RAB1A
100,NQO1
101,CYCS
102,ERP29
103,PAICS
104,MRPL37
105,FXYD3
106,COX7A2
107,ASS1
108,TFAP2C
109,PDIA6
110,ITM2B
111,EIF4H
112,UBE2M
113,NMD3
114,CDC20
115,PRPF4
116,TFRC
117,RRM2
118,BOLA3
119,DHRS2
120,TOMM6
121,DDIT4
122,PLEKHF2
123,PSMD14
124,NDUFS5
125,TMSB4X
126,TRMT112
127,IRF2BPL
128,SLC25A5
129,SLC9A3R1
130,SUMO1
131,MRPL33
132,PNPT1
133,CERS2
134,CCNI
135,KIAA1191
136,CCDC53
137,TCN1
138,KRT18
139,PSMB6
140,LYSMD2
141,SOCS2
142,FAM84B
143,WWP1
144,SETP4
145,RAB10
146,TPBG
147,TCEAL4
148,ZWILCH
149,EMG1
150,PIK3R3
151,TMEM59
152,DHCR7
153,RXRA
154,NCOA3
155,ZG16B
156,SUSD3
157,CCT6A
158,RPS26
159,RPL17
160,SYTL2
161,EIF3D
162,TMEM30A
163,HIST1H1C
164,PRMT5
165,EPCAM
166,OSBPL9
167,TSTD1
168,LXN
169,MIF
170,SERF2
171,PGR
172,YPEL5
173,EIF3I
174,SMIM15
175,ATP1B1
176,DDX21
177,PA2G4
178,MT2A
179,GRN
180,SERPINA3
