Column1,property,gene_entrez_id,gene_symbol,beta_gene,beta_gene|class,slope_exc,slope_inh,pval_gene,pval_gene|class_anova,pval_int_anova,model1_aic,model2_aic,model3_aic,model4_aic,FDR_gene,FDR_gene|class_anova,FDR_int_anova,beta_gene_inh_only,pval_gene_inh_only,inh_only_aic,FDR_gene_inh_only,n_significant_0.1_g|c,n_significant_0.1_int
127455,adratio,101883,IGFLR1,0.090860074,0.086713046,-0.085157469,0.107207887,0.007401445,0.004418444,0.038725163,-67.49648602,-70.84223861,-77.58085029,-80.29500164,0.031933442,0.032996452,0.268070136,0.107207887,0.001901632,-52.72169453,0.014192308,12,0
127461,adratio,207683,IGSF11,0.053386163,0.039366882,0.043056135,0.039259597,0.000408499,0.012102152,0.967225791,-73.10628715,-70.84223861,-75.63193185,-73.63379459,0.00413923,0.061314225,0.984405405,0.039259597,0.024769321,-47.75791614,0.074134931,10,0
127464,adratio,140559,IGSF8,0.026975393,-0.0817274,-0.055914513,-0.088399887,0.311019759,0.023216318,0.710386013,-61.01369972,-70.84223861,-74.39876541,-72.55091125,0.468544264,0.091530913,0.850470959,-0.088399887,0.046864305,-46.58233581,0.115223439,3,0
127467,adratio,67454,IKBIP,0.060969792,0.065844733,0.042826858,0.068044232,9.44E-06,0.002479743,0.733228512,-80.62110548,-70.84223861,-78.71529008,-76.84346651,0.000320811,0.023112716,0.863764057,0.068044232,0.006401868,-50.33982595,0.030665345,9,2
127469,adratio,16150,IKBKB,0.006240279,0.053875932,-0.042966493,0.069498388,0.746319452,0.006785453,0.038997861,-60.04144763,-70.84223861,-76.74585357,-79.44685205,0.838207181,0.043128777,0.268693501,0.069498388,0.002473138,-52.20214941,0.016759964,10,0
127475,adratio,16169,IL15RA,0.032083636,0.067992889,0.003684777,0.104547814,0.252369728,0.008916649,0.050071401,-61.31305814,-70.84223861,-76.21809246,-78.45366587,0.406790017,0.050599149,0.291383093,,,,,9,4
127478,adratio,16173,IL18,-0.025899825,-0.044026422,0.042267042,-0.058475712,0.228954986,0.024695363,0.061518748,-61.45778403,-70.84223861,-74.28324778,-76.14030682,0.381565905,0.095300374,0.310937833,-0.058475712,0.010468122,-49.39054081,0.042400293,10,1
127480,adratio,331461,IL1RAPL1,0.032596666,0.05048565,-0.047045227,0.064278831,0.049594113,0.000726941,0.00691706,-63.99744319,-70.84223861,-81.1557044,-87.20285378,0.128756989,0.011364859,0.145513842,0.064278831,0.000126366,-58.16958914,0.002481837,11,0
127489,adratio,216136,ILVBL,0.052829128,0.044096001,0.017380179,0.047555251,8.11E-06,0.000190528,0.38148882,-80.92841673,-70.84223861,-83.85417813,-82.69923767,0.000291928,0.00498147,0.629490067,0.047555251,0.000481401,-55.46498792,0.005775219,10,0
127491,adratio,93757,IMMP2L,0.071841068,0.057109018,-0.048663184,0.072257408,0.003344076,0.012892026,0.068925387,-69.0115216,-70.84223861,-75.51118869,-77.16136128,0.018179503,0.063858677,0.323036487,0.072257408,0.006333058,-50.36080349,0.030436565,9,2
127492,adratio,76614,IMMT,0.044251489,0.041015833,-0.016307896,0.053517125,0.012492462,0.010244792,0.080057746,-66.51226774,-70.84223861,-75.95109133,-77.33130669,0.047385201,0.055545695,0.341996158,0.053517125,0.004795676,-50.90213668,0.025389647,9,1
127495,adratio,55980,IMPA1,0.039463722,0.042747223,-0.033985641,0.05416943,0.01582514,0.003309868,0.029990926,-66.07206595,-70.84223861,-78.14685601,-81.34300858,0.056383121,0.027501819,0.247901209,0.05416943,0.001131362,-53.75371133,0.010262952,10,1
127496,adratio,114663,IMPA2,0.081539507,0.070901129,0.038943728,0.073783442,4.84E-06,2.58E-05,0.531772669,-81.96761318,-70.84223861,-87.92924664,-86.36066599,0.000199738,0.001494358,0.735017832,0.073783442,0.000109642,-58.45818278,0.002289558,11,1
127499,adratio,23917,IMPDH1,0.039831645,0.056731869,0.009057431,0.06162319,0.031490631,0.000603237,0.326122905,-64.8104974,-70.84223861,-81.52967485,-80.59356225,0.093493469,0.010187453,0.584372845,0.06162319,0.001063018,-53.87797882,0.009869176,10,0
127501,adratio,226180,INA,0.028546858,0.036579585,-0.005069183,0.044348178,0.089696631,0.015253927,0.218588208,-62.96873619,-70.84223861,-75.19096705,-74.86099764,0.197021475,0.071169451,0.497899894,0.044348178,0.012956833,-48.98232237,0.04865022,10,2
127504,adratio,100043272,INAFM2,0.103809518,0.090018534,0.029524038,0.10922431,1.48E-06,1.37E-05,0.063866343,-84.36420259,-70.84223861,-89.2346403,-91.02337068,9.27E-05,0.00108411,0.312976721,0.10922431,1.48E-05,-62.55163542,0.000765078,11,2
127515,adratio,66209,INIP,0.036524173,0.079066866,-0.018002964,0.126931557,0.139069662,0.000593473,0.000853905,-62.239269,-70.84223861,-81.56242485,-91.82923084,0.268762357,0.010092346,0.060612356,0.126931557,8.71E-06,-63.64447846,0.000550543,10,6
127519,adratio,227195,INO80D,-0.0172245,0.0869914,0.072909122,0.089012648,0.444057013,0.004287146,0.856008174,-60.54897208,-70.84223861,-77.63982257,-75.67615335,0.597458526,0.032352308,0.930806099,0.089012648,0.013003424,-48.97547254,0.048753003,7,0
127524,adratio,234515,INPP4B,0.033502314,0.029912066,0.009221025,0.042217837,0.006168992,0.007051002,0.133561093,-67.8417514,-70.84223861,-76.67148596,-77.15463902,0.028042961,0.04409335,0.409470046,0.042217837,0.005375638,-50.67953464,0.027250384,5,2
127525,adratio,212111,INPP5A,0.056712995,0.058736538,0.019440504,0.067838936,0.000875051,9.30E-05,0.169583416,-71.61113799,-70.84223861,-85.31188222,-85.39344813,0.00700615,0.003152842,0.449929909,0.067838936,0.000155639,-57.74651273,0.002853291,10,1
127529,adratio,170835,INPP5J,0.0512134,0.048521033,-0.002160376,0.050072734,2.10E-10,4.67E-08,0.235019801,-102.4830911,-70.84223861,-101.0174954,-100.5734497,3.21E-07,4.75E-05,0.512243372,0.050072734,1.38E-07,-72.24164644,7.96E-05,12,3
127532,adratio,72999,INSIG2,0.055894203,0.05098361,-0.06705095,0.067869004,0.002486913,0.002283814,0.003465398,-69.58165161,-70.84223861,-78.87777618,-86.30395808,0.014619745,0.02211369,0.110467475,0.067869004,0.000302291,-56.40268863,0.004261676,10,1
127534,adratio,68510,INTS1,0.012834245,0.069177018,-0.033247256,0.093096684,0.603990046,0.005468365,0.035193542,-60.21483718,-70.84223861,-77.16501493,-80.05884607,0.731764086,0.037515234,0.260961055,0.093096684,0.001597877,-53.06681743,0.01271268,9,0
127552,adratio,230673,IPO13,0.017474377,0.044291517,-0.013400971,0.049989197,0.348700415,0.011568669,0.286189404,-60.85741498,-70.84223861,-75.71815352,-74.97316895,0.506258272,0.059625771,0.550584428,0.049989197,0.012555702,-49.04236583,0.047574322,8,0
127565,adratio,544963,IQGAP2,0.031021118,0.028608895,-0.010323888,0.04028846,0.002775382,0.002232481,0.013901019,-69.37006834,-70.84223861,-78.92268854,-83.59796067,0.015842643,0.021910824,0.192104097,0.04028846,0.000335296,-56.19354947,0.004544449,10,5
127566,adratio,232227,IQSEC1,0.031543925,0.041639178,-0.034663876,0.050687021,0.054466415,0.00453225,0.058441993,-63.83208149,-70.84223861,-77.53115992,-79.48209758,0.138002682,0.033579355,0.307153807,0.050687021,0.0023561,-52.29785586,0.016233091,11,0
127567,adratio,245666,IQSEC2,-0.003286315,0.045281094,-0.031931866,0.064428779,0.85981114,0.024461214,0.046796352,-59.96395931,-70.84223861,-74.30104941,-76.66197709,0.913664064,0.094786234,0.286222697,0.064428779,0.007628381,-50.00023515,0.034363359,10,0
127581,adratio,69046,ISCA1,0.09711134,0.071127639,-0.034502598,0.144299677,0.000375252,0.013592935,0.000893278,-73.27355893,-70.84223861,-75.41024861,-85.58487084,0.003912749,0.066018191,0.061269817,0.144299677,0.000173837,-57.52221046,0.003047177,9,8
127582,adratio,74316,ISCA2,0.102775871,0.084508209,-0.025649842,0.135662103,4.22E-05,0.007732032,0.011556798,-77.61352133,-70.84223861,-76.4931226,-81.52904994,0.000872732,0.046598277,0.178649026,0.135662103,0.000787288,-54.478029,0.008105659,9,2
127584,adratio,229504,ISG20L2,0.113815029,0.144163687,-0.004933705,0.189176372,0.00458762,4.27E-05,0.008411423,-68.40589937,-70.84223861,-86.90167347,-92.56202791,0.022696451,0.001987737,0.15514678,0.189176372,5.45E-06,-64.61047747,0.000440686,10,3
127588,adratio,67441,ISOC2B,0.055616044,0.065347752,-0.005252865,0.071657638,0.009324035,0.000549488,0.233554052,-67.06074878,-70.84223861,-81.71702898,-81.28276366,0.038057982,0.009625899,0.511355797,0.071657638,0.000778655,-54.50009927,0.008069145,11,1
127598,adratio,241226,ITGA8,-0.081417167,-0.066682825,-0.041485657,-0.123441613,8.51E-05,0.018633904,0.168780511,-76.21576459,-70.84223861,-74.81209778,-74.90151858,0.001414824,0.0804925,0.449363453,,,,,2,0
127608,adratio,64294,ITM2C,-0.095756691,-0.07532441,-0.012392012,-0.11332348,0.000114548,0.002653249,0.037356502,-75.62340307,-70.84223861,-78.58192758,-81.36359374,0.00173743,0.024068482,0.266676121,-0.11332348,0.000789726,-54.47184094,0.008105659,9,0
127611,adratio,217837,ITPK1,-0.079126188,-0.06615053,-0.0078039,-0.086050036,4.42E-06,0.000219359,0.036877246,-82.1537175,-70.84223861,-83.56880997,-86.37473187,0.000187854,0.005399948,0.265630334,-0.086050036,8.68E-05,-58.93354529,0.001965086,12,0
127614,adratio,16438,ITPR1,0.005603744,0.034930506,-0.058162322,0.038397787,0.431352289,4.77E-06,0.006096566,-60.58420769,-70.84223861,-91.40542437,-97.70312981,0.586243483,0.000639696,0.13733021,0.038397787,2.36E-06,-66.3383777,0.000302218,13,0
127617,adratio,56357,IVD,0.06381964,0.056051974,0.031727038,0.068476172,2.75E-05,0.006611412,0.383073672,-78.47013254,-70.84223861,-76.79622455,-75.63567477,0.000664454,0.042442347,0.630571182,0.068476172,0.013837816,-48.85689707,0.050471142,6,0
127618,adratio,117198,IVNS1ABP,0.021310158,0.073075915,-0.051205144,0.082914375,0.380104566,0.002078965,0.118982279,-60.74368444,-70.84223861,-79.06353282,-79.74532731,0.53691309,0.021013376,0.392063903,0.082914375,0.001826403,-52.80166782,0.013818067,12,1
127620,adratio,71564,IZUMO4,-0.024218496,-0.042426304,0.003797448,-0.077462134,0.190027883,0.011904372,0.011219379,-61.74264691,-70.84223861,-75.66343352,-80.7573921,0.335780095,0.060639291,0.176887062,-0.077462134,0.000987446,-54.02516578,0.009409207,12,6
127626,adratio,16451,JAK1,0.060659334,0.053725185,-0.105001031,0.066133256,0.013210486,0.015592123,0.036319077,-66.40796702,-70.84223861,-75.1493417,-77.98393279,0.049478538,0.071972952,0.264460161,0.066133256,0.007893815,-49.93412093,0.035202639,8,1
127635,adratio,81703,JDP2,0.008986008,0.042220304,-0.002899257,0.053097617,0.640664778,0.024370884,0.225485468,-60.16088472,-70.84223861,-74.3079642,-73.92889653,0.760945228,0.094564252,0.504296039,0.053097617,0.019480793,-48.20871801,0.062983177,10,0
127639,adratio,107817,JMJD6,0.066221246,0.053302279,-0.047168737,0.076036748,0.001339602,0.006193761,0.00843659,-70.78052932,-70.84223861,-76.9228453,-82.57730516,0.009416544,0.040746672,0.15514678,0.076036748,0.000836986,-54.35554589,0.008401999,10,2
127641,adratio,57748,JMY,0.014419006,0.04891058,0.014773057,0.062930805,0.513033685,0.02042237,0.287367206,-60.38240781,-70.84223861,-74.63942829,-73.88832449,0.658136299,0.08458519,0.551430492,0.062930805,0.021331469,-48.03792439,0.0669277,9,0
127644,adratio,57339,JPH1,-0.092889179,-0.072017664,-0.032186923,-0.100870176,0.000113009,0.018225692,0.253204669,-75.65030446,-70.84223861,-74.85390934,-74.29436312,0.001722646,0.079619214,0.527628573,,,,,4,0
127658,adratio,68691,KANSL1L,0.066217619,0.052655484,-0.010938969,0.073042264,0.001301352,0.007026231,0.05230352,-70.836902,-70.84223861,-76.67830098,-78.8333056,0.009227356,0.044062806,0.295134817,0.073042264,0.002347993,-52.30466211,0.016221977,8,0
127659,adratio,69612,KANSL2,0.0747264,0.061468428,-0.023082084,0.080493733,0.001321536,0.004716995,0.051228211,-70.80694845,-70.84223861,-77.45314038,-79.64649495,0.009321755,0.034364269,0.293005086,0.080493733,0.001773773,-52.85962656,0.013564977,10,2
127660,adratio,226976,KANSL3,0.078822792,0.073937325,-0.003538291,0.078058934,0.000135042,6.60E-05,0.292845093,-75.29626132,-70.84223861,-86.0085172,-85.22936702,0.001955946,0.0025122,0.555807047,0.078058934,0.000139271,-57.97206934,0.002645457,10,0
127661,adratio,72997,KANTR,-0.031560247,-0.049321999,-0.02427777,-0.056753295,0.12041371,0.007314903,0.44327079,-62.47523294,-70.84223861,-76.60036185,-75.24891843,0.242335817,0.045075246,0.674408649,-0.056753295,0.013316349,-48.93010965,0.049388754,6,0
127664,adratio,18519,KAT2B,0.080551103,0.061953627,0.036144232,0.063378192,0.000117897,0.017518004,0.812321691,-75.56610572,-70.84223861,-74.92873989,-72.99094143,0.001781582,0.077610606,0.907637444,0.063378192,0.031219122,-47.32740382,0.087549492,6,0
127665,adratio,81601,KAT5,0.064801573,0.054869127,-0.009743427,0.060883851,0.001290191,0.00321988,0.268172929,-70.85366791,-70.84223861,-78.20100639,-77.55378404,0.009169515,0.027120246,0.538643433,0.060883851,0.003980895,-51.26622179,0.022685221,10,0
127667,adratio,54169,KAT6B,0.016871259,0.057689689,0.054586102,0.058037097,0.441925518,0.006646601,0.959831826,-60.55477499,-70.84223861,-76.78593183,-74.78873065,0.596205616,0.042601049,0.980716944,0.058037097,0.018688532,-48.28702884,0.061295416,8,0
127678,adratio,69149,KBTBD3,0.085362022,0.078827158,-0.016406706,0.092962504,0.000154696,0.000107606,0.046871004,-75.02647183,-70.84223861,-85.01410279,-87.37207125,0.002139108,0.003457555,0.286222697,0.092962504,5.73E-05,-59.78088541,0.001546001,10,1
127682,adratio,74287,KCMF1,0.082086387,0.069858457,-0.034252575,0.099461668,0.001632335,0.003649753,0.013060165,-70.39646696,-70.84223861,-77.95501799,-82.75192849,0.010785072,0.029192645,0.186493039,0.099461668,0.000534443,-55.25487761,0.006201035,10,2
127683,adratio,16485,KCNA1,0.039904797,0.041431964,0.002684839,0.047191397,0.000369248,2.54E-05,0.09085576,-73.3053548,-70.84223861,-87.96002898,-89.11454116,0.003883395,0.001494358,0.358867024,0.047191397,2.54E-05,-61.44618229,0.001034036,11,0
127686,adratio,16492,KCNA4,-0.054033349,-0.039619293,0.019015049,-0.078918239,0.000218188,0.025833941,0.004004562,-74.34478504,-70.84223861,-74.1991109,-81.33532061,0.002688264,0.098283001,0.117516206,-0.078918239,0.000997043,-54.00585428,0.009469455,9,6
127687,adratio,16494,KCNA6,0.03196737,0.029908538,0.001672002,0.039044112,0.003544272,0.002433996,0.084483852,-68.89990428,-70.84223861,-78.75203162,-80.03596961,0.018923846,0.022860843,0.349137924,0.039044112,0.001339205,-53.41780913,0.01137439,10,4
127688,adratio,16497,KCNAB1,0.028710124,0.023056036,-0.006503133,0.036023618,0.000506697,0.003495685,0.007336644,-72.68237455,-70.84223861,-78.03962275,-83.97014064,0.004793018,0.028492868,0.147810375,0.036023618,0.000273385,-56.60571279,0.004039692,10,4
127689,adratio,16498,KCNAB2,0.032812671,0.045760091,-0.06688294,0.051363276,0.023932552,0.000405117,0.034345261,-65.30988514,-70.84223861,-82.33009555,-85.26989883,0.076018849,0.007936054,0.258680622,0.051363276,0.000288977,-56.49365954,0.004180517,10,0
127690,adratio,16499,KCNAB3,0.036865949,0.031308381,-0.002840163,0.042385777,1.70E-06,6.28E-05,0.004794094,-84.08165401,-70.84223861,-86.11118491,-92.88757413,0.000100904,0.002429135,0.12594783,0.042385777,4.80E-06,-64.87207074,0.000426521,13,5
127693,adratio,16502,KCNC1,0.040430205,0.062760639,-0.00527353,0.08173145,4.99E-07,1.87E-05,0.004844746,-86.57120279,-70.84223861,-88.58695085,-95.34236092,4.38E-05,0.001292782,0.12594783,0.08173145,1.58E-06,-67.17260268,0.000246695,13,4
127694,adratio,268345,KCNC2,0.026508344,0.022228703,-0.002578967,0.030498556,2.17E-05,0.003862652,0.048419529,-78.9524128,-70.84223861,-77.84389852,-80.14157961,0.00057069,0.030235303,0.288222583,0.030498556,0.001294455,-53.48544471,0.011133272,9,1
127695,adratio,16504,KCNC3,0.061311787,0.05162555,-0.040571136,0.068243007,5.30E-05,0.000348486,0.002366932,-77.16036249,-70.84223861,-82.63356773,-90.82746831,0.001028483,0.0073236,0.095058773,0.068243007,2.66E-05,-61.35411069,0.001061578,12,2
127698,adratio,56543,KCND3,-0.04142311,-0.049512989,-0.046732869,-0.049801838,0.001409787,1.18E-05,0.930143276,-70.68120352,-70.84223861,-89.54463301,-87.55311254,0.009758221,0.000976826,0.967796085,-0.049801838,0.000127438,-58.15243033,0.002494414,12,0
127699,adratio,382571,KCNF1,-0.037834725,-0.031117196,-0.014293841,-0.035467177,1.11E-05,0.000909777,0.334374204,-80.29982611,-70.84223861,-80.70686147,-79.73505675,0.000359618,0.013007471,0.591688308,-0.035467177,0.001967294,-52.65447024,0.014473925,12,0
127702,adratio,16511,KCNH2,0.066094517,0.055670817,0.007089732,0.057240762,3.88E-06,0.000361244,0.550939251,-82.41446429,-70.84223861,-82.56106713,-80.95346542,0.000175421,0.007501343,0.747296669,0.057240762,0.000898471,-54.21380795,0.008853073,10,0
127706,adratio,170738,KCNH7,0.012695636,0.040339862,0.003883642,0.043681272,0.168083621,7.57E-06,0.168947932,-61.93520277,-70.84223861,-90.45078009,-90.53855948,0.307645183,0.000783673,0.449363453,0.043681272,1.36E-05,-62.7348315,0.000729132,14,0
127708,adratio,80906,KCNIP2,0.02891387,0.026918148,-0.005390794,0.032576867,0.00017642,0.000104038,0.030857928,-74.76578435,-70.84223861,-85.08270824,-88.22484718,0.002317177,0.003368313,0.250013617,0.032576867,3.96E-05,-60.53815547,0.001283857,12,0
127711,adratio,16514,KCNJ11,0.019735674,0.057437081,-0.017201232,0.0775195,0.269510057,0.000863024,0.014359988,-61.21717565,-70.84223861,-80.81231093,-85.42434296,0.424934963,0.012596342,0.193511141,0.0775195,0.000145386,-57.88481954,0.002711638,11,1
127714,adratio,16519,KCNJ3,0.024895769,0.03308852,-0.012998011,0.038794516,0.051658551,0.003823343,0.13657103,-63.9253674,-70.84223861,-77.86393884,-78.30909279,0.133013687,0.030021231,0.413745832,0.038794516,0.003055145,-51.7857484,0.019225958,13,0
127715,adratio,16520,KCNJ4,0.01023086,0.061588472,-0.048063597,0.083406539,0.51050427,0.000167371,0.000614503,-60.38784956,-70.84223861,-84.11686484,-95.0577995,0.655676323,0.00460802,0.052476259,0.083406539,5.03E-06,-64.77696158,0.000426521,13,6
127717,adratio,16524,KCNJ9,0.007352031,0.040860151,-0.005857501,0.053932492,0.605039534,0.00448391,0.069811905,-60.21319366,-70.84223861,-77.55210941,-79.17912449,0.732672092,0.033383256,0.324870376,0.053932492,0.001975651,-52.64607789,0.014473925,12,0
127718,adratio,16525,KCNK1,0.032588841,0.036555823,-0.034906127,0.052337533,0.064617216,0.020501943,0.025614227,-63.53293614,-70.84223861,-74.63211347,-78.12838791,0.156356759,0.084770988,0.235536061,0.052337533,0.00500042,-50.82056243,0.026038186,11,1
127720,adratio,210741,KCNK12,0.02955235,0.039902129,-0.045641509,0.048803425,0.100843435,0.013617572,0.075398013,-62.77080361,-70.84223861,-75.40679859,-76.89477851,0.213618727,0.066085276,0.3343196,0.048803425,0.007865039,-49.94117758,0.035167843,10,2
127722,adratio,16527,KCNK3,0.044239149,0.040121818,-0.006693805,0.046499627,2.96E-07,5.70E-05,0.054593263,-87.63385247,-70.84223861,-86.30918586,-88.38523713,3.12E-05,0.002310258,0.300550404,0.046499627,3.60E-05,-60.72965083,0.001225448,10,1
127725,adratio,16531,KCNMA1,-0.001469229,0.039305979,-0.020986203,0.042168396,0.893292018,0.002112605,0.280483066,-59.95003571,-70.84223861,-79.03178735,-78.31690846,0.935669172,0.021160707,0.547076217,0.042168396,0.003009375,-51.81544441,0.019054435,10,0
127726,adratio,72413,KCNMB2,0.03117046,0.053515611,0.015934199,0.053575747,1.19E-06,2.90E-05,0.897736831,-84.81014197,-70.84223861,-87.69467034,-85.71289544,8.11E-05,0.001585323,0.951099356,0.053575747,0.000112772,-58.40094354,0.002325738,10,1
127727,adratio,58802,KCNMB4,-0.033417112,-0.02505779,-0.028305177,-0.02477307,0.000155076,0.018246912,0.926350756,-75.02160237,-70.84223861,-74.85171214,-72.86114006,0.002140129,0.079683404,0.96574301,-0.02477307,0.042338952,-46.76719811,0.107761716,10,0
127732,adratio,63830,KCNQ1OT1,0.025312225,0.042959536,-0.024144494,0.073328337,0.233932523,0.026476851,0.014153932,-61.42555722,-70.84223861,-74.15328722,-78.79345,0.386534988,0.099655471,0.193078611,0.073328337,0.00301408,-51.81237093,0.019070042,10,0
127735,adratio,60613,KCNQ4,-0.062998058,-0.10865765,0.010988818,-0.123729057,0.099100104,0.001788334,0.19769396,-62.80013961,-70.84223861,-79.36169068,-79.19248651,0.210877007,0.019306413,0.478229086,-0.123729057,0.001936807,-52.68539524,0.014381934,8,0
127739,adratio,238076,KCNS3,0.037805501,0.038539369,-0.178125491,0.039006516,6.27E-11,1.79E-08,0.073989257,-104.9708012,-70.84223861,-103.021177,-104.5431518,1.39E-07,2.73E-05,0.331809581,0.039006516,6.54E-08,-73.79025003,6.05E-05,12,0
127740,adratio,227632,KCNT1,0.02644487,0.03663995,-0.009852736,0.045114478,0.050869645,0.002512681,0.082796455,-63.9525449,-70.84223861,-78.68925869,-80.00924457,0.131398004,0.02327757,0.346067075,0.045114478,0.001428275,-53.28974177,0.011826977,10,1
127741,adratio,240776,KCNT2,-0.034018194,-0.029427738,0.00270811,-0.032578987,3.26E-06,0.000514528,0.204078603,-82.7681574,-70.84223861,-81.84910305,-81.6287215,0.00015651,0.009264214,0.483699945,-0.032578987,0.000671013,-54.79815079,0.007308979,10,0
127746,adratio,239217,KCTD12,0.001370074,-0.033562538,0.016169,-0.041243117,0.917736336,0.018844409,0.158212245,-59.94230809,-70.84223861,-74.79090468,-74.98788353,0.951801636,0.080989172,0.43800755,-0.041243117,0.013290161,-48.93386374,0.049339082,8,0
127749,adratio,72844,KCTD17,0.061590384,0.058602963,-0.058057707,0.064738782,0.000851954,0.000395411,0.080271963,-71.66344688,-70.84223861,-82.37894557,-83.75437034,0.006852672,0.007863131,0.342432006,0.064738782,0.000377698,-55.95342866,0.004920279,11,0
127753,adratio,622320,KCTD21,0.0615386,0.063462568,0.03804262,0.067985367,0.049197155,0.023591142,0.696819215,-64.01166525,-70.84223861,-74.36878334,-72.53627738,0.127971296,0.092649677,0.841240561,0.067985367,0.042120391,-46.77664603,0.107418139,9,0
127758,adratio,212919,KCTD7,0.088676398,0.076158847,0.07594853,0.076189263,5.78E-05,0.000227332,0.996697694,-76.98487875,-70.84223861,-83.49655737,-81.49657627,0.001093381,0.005562568,0.998743025,0.076189263,0.001766445,-52.86783491,0.01354744,10,0
127759,adratio,243043,KCTD8,0.033509003,0.027790567,-0.034696703,0.028273246,1.07E-05,0.00120896,0.500821188,-80.37221285,-70.84223861,-80.13964118,-78.63968135,0.000352541,0.015134463,0.714564203,0.028273246,0.002618087,-52.08979745,0.017355893,11,0
127760,adratio,105440,KCTD9,0.077771064,0.063293955,0.165834093,0.060765012,6.63E-05,0.000934564,0.373260057,-76.71302982,-70.84223861,-80.65315769,-79.52787924,0.001206225,0.01320508,0.622853275,0.060765012,0.004343119,-51.09579491,0.023864579,10,0
127761,adratio,72050,KDELC1,0.09299008,0.076670909,0.032041805,0.081819272,1.45E-05,0.000378997,0.453612246,-79.76417287,-70.84223861,-82.46436568,-81.08402477,0.000440081,0.007741894,0.681636519,0.081819272,0.000958441,-54.08470533,0.009223997,11,0
127766,adratio,30841,KDM2B,-0.052101526,-0.143351145,-0.137758077,-0.144449927,0.279081816,0.001842956,0.955116353,-61.16687789,-70.84223861,-79.30207106,-77.30556631,0.435478787,0.019687218,0.978873243,-0.144449927,0.009402953,-49.59677252,0.039799985,6,0
127772,adratio,214899,KDM5A,0.045875754,0.070273816,-0.085070552,0.091386738,0.092631463,0.004325745,0.012598714,-62.91412964,-70.84223861,-77.62229702,-82.4894307,0.201286736,0.032543039,0.183221468,0.091386738,0.00105359,-53.89575306,0.009836908,10,0
127778,adratio,338523,KDM7A,0.014400493,0.062937943,-0.056381277,0.078279594,0.339532631,4.37E-05,0.001345391,-60.89329482,-70.84223861,-86.85239861,-96.19163903,0.496973319,0.002013164,0.077116818,0.078279594,3.22E-06,-65.69843539,0.000368584,12,1
127782,adratio,170771,KHDRBS2,-0.062298457,-0.059489205,-0.033780168,-0.071019646,1.27E-06,0.000327052,0.264797272,-84.68238545,-70.84223861,-82.76161538,-82.13362694,8.28E-05,0.007024886,0.535871024,-0.071019646,0.00108901,-53.82979024,0.010037986,7,1
127785,adratio,219094,KHNYN,0.072172672,0.054433525,-0.050869731,0.072748233,0.002815396,0.018866754,0.048147591,-69.34249666,-70.84223861,-74.78866941,-77.09678908,0.016005538,0.080999674,0.287871662,0.072748233,0.007083638,-50.14361416,0.032701763,9,1
127796,adratio,110033,KIF22,-0.08473493,-0.061111992,-0.029141479,-0.086559296,0.000513845,0.0175407,0.254233042,-72.65483673,-70.84223861,-74.92629198,-74.36051927,0.004848572,0.077626656,0.527971083,-0.086559296,0.021610197,-48.01353721,0.067400043,8,1
127800,adratio,16569,KIF3B,0.031274164,0.054464999,0.001506868,0.06073828,0.129826641,0.003831582,0.312813261,-62.35144872,-70.84223861,-77.8597212,-76.98377101,0.255633492,0.030066589,0.572837094,0.06073828,0.005045834,-50.80292969,0.02618315,10,0
127802,adratio,16572,KIF5A,0.049293925,0.04863609,0.005198727,0.053436825,0.008016081,0.003443785,0.365030356,-67.34569403,-70.84223861,-78.06897947,-76.97429647,0.033945263,0.02829651,0.616958128,0.053436825,0.005091164,-50.78549049,0.026362839,10,0
127809,adratio,170643,KIRREL,0.094638007,0.067789767,0.069845351,0.067666162,0.000331087,0.023191219,0.986289455,-73.52051271,-70.84223861,-74.40079092,-72.40111675,0.003596594,0.091461494,0.994513276,0.067666162,0.045556204,-46.63377153,0.113008175,7,0
127815,adratio,16594,KLC2,0.041356784,0.072901665,-0.044239664,0.087413307,0.087944815,0.000971951,0.044576456,-63.00226307,-70.84223861,-80.57481575,-83.02609002,0.194187254,0.01331211,0.282778582,0.087413307,0.000469624,-55.51480593,0.005694561,10,1
127816,adratio,74764,KLC4,0.060677888,0.047888638,0.035982807,0.049916489,7.24E-05,0.002291056,0.744101502,-76.53738656,-70.84223861,-78.87152255,-76.9890918,0.001273594,0.022136958,0.871103196,0.049916489,0.007499908,-50.03308461,0.033983131,9,0
127817,adratio,21847,KLF10,-0.026212022,-0.061528438,-0.046745287,-0.116747104,0.000191091,0.018921877,0.262821002,-74.60743879,-70.84223861,-74.78316695,-74.16658106,0.002451681,0.081150727,0.534173734,,,,,1,3
127818,adratio,16597,KLF12,0.041007227,0.029958595,2.08E-05,0.041783245,0.00024915,0.017020061,0.120764056,-74.08220344,-70.84223861,-74.98328637,-75.6393935,0.002944939,0.076346418,0.393341812,0.041783245,0.009100578,-49.65969617,0.038845438,8,0
127820,adratio,66277,KLF15,0.069127915,0.060829872,-0.015543891,0.076959328,2.87E-05,0.006971313,0.10335011,-78.38545066,-70.84223861,-76.69349835,-77.62065995,0.00068034,0.043853545,0.374025987,0.076959328,0.003994308,-51.25963467,0.022750443,10,0
