Column1,Gad2-IRES-Cre__L5__inh,Sst-IRES-Cre__L6__inh,Nos1-CreERT2|Sst-IRES-FlpO__L5-L6__inh,Oxtr-T2A-Cre__L5-L6__inh,Rbp4-Cre_KL100__L4__exc,Sim1-Cre_KJ18__L4-L6__exc,Chrna2-Cre_OE25__L5__inh,Tlx3-Cre_PL56__L4-L6__exc,Chrna2-Cre_OE25|Pvalb-T2A-Dre__L5-L6__inh,Chat-IRES-Cre-neo__L2/3__inh,Htr3a-Cre_NO152__L4__inh,Sst-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L4__inh,Htr3a-Cre_NO152|Pvalb-T2A-Dre__L5-L6__inh,Vip-IRES-Cre__L6__inh,Vip-IRES-Cre__L5__inh,Penk-IRES2-Cre-neo__L5-L6__exc,Ndnf-IRES2-dgCre__L1__inh,Chrna2-Cre_OE25__L6__inh,Htr3a-Cre_NO152__L2/3__inh,Nos1-CreERT2__L1-L4__inh,Nr5a1-Cre__L4__exc,Pvalb-IRES-Cre__L6__inh,Ntsr1-Cre_GN220__L6__exc,Vip-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L5__inh,Nkx2-1-CreERT2__L5-L6__inh,Chat-IRES-Cre-neo__L4__inh,Gad2-IRES-Cre__L1__inh,Vip-IRES-Cre__L1-L2/3__inh,Vipr2-IRES2-Cre__L1-L6__inh,Nkx2-1-CreERT2__L1-L4__inh,Scnn1a-Tg2-Cre__L4__exc,Sst-IRES-Cre__L1-L2/3__inh,Oxtr-T2A-Cre__L1-L4__inh,Rbp4-Cre_KL100__L5__exc,Htr3a-Cre_NO152__L5-L6__exc,Ctgf-T2A-dgCre__L6__exc,Vipr2-IRES2-Cre__L1-L6__exc,Nos1-CreERT2__L5-L6__inh,Htr3a-Cre_NO152__L6__inh,Scnn1a-Tg3-Cre__L2/3-L4__exc,Sst-IRES-Cre__L5__inh,Oxtr-T2A-Cre__L5-L6__exc,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre__L1-L4__inh,Esr2-IRES2-Cre__L5-L6__exc,Pvalb-IRES-Cre__L2/3__inh,Htr3a-Cre_NO152__L5__inh
18140,0.032229843,0.008,0,0,0,0,0.01754386,0.045634152,0.107151324,0,0,0,0,0,0,0,0,0.044652463,0,0,0,0.014752932,0,0,0,0.038173982,0,0,0,0.006711409,0.027777778,0,0,0,0.008547009,0.022233811,0,0,0,0,0.213343069,0.029625467,0.018464018,0.064576937,0,0,0.014882277,0
224648,2.21800192,2.209339793,0.998959536,1.109083992,1.078648875,1.292243488,1.244779561,1.17053441,1.739111653,1.133381104,1.159079701,1.930401273,2.942492554,1.727536734,0.900872244,1.225349783,0.869777005,1.85371934,2.387912577,0.756506282,1.222396705,1.453065307,3.53511828,1.072497218,1.362778187,2.737462322,2.237183288,1.828042318,1.474445465,0.789107461,0.91781408,2.492651886,2.038419016,1.644214075,0.9571577,1.340544289,0.808458267,1.213034833,0.736838415,2.235713071,0.992379514,1.673098316,1.520166251,0.477981926,1.717821433,0.952378476,2.803815318,2.278500116
75089,5.461726855,5.385004261,4.94305759,4.464195595,5.982118478,6.341179943,5.652722827,5.947134369,4.524496976,5.104516431,4.208317744,6.65383045,5.344898204,5.638508316,4.139154661,3.993624266,6.272332755,5.523656678,4.370303621,4.112554552,4.779107121,6.120696153,5.551845801,6.554650169,4.628464003,5.422702302,5.729440544,6.534666397,5.644160338,4.132066104,5.210085917,5.847512962,6.717818263,6.121098751,4.275225191,6.249940491,6.49395881,6.966203767,5.522310433,5.712814436,2.571410819,6.239132885,5.644051355,5.359926775,4.544808282,5.717683545,5.983782929,3.596801146
109113,5.362792173,4.679196459,5.391775791,3.790363705,4.659960723,4.954841484,4.683641043,4.823677734,4.199522215,4.481473307,3.23226605,5.400571621,4.249956797,2.505368918,4.098617124,4.224522307,4.364580051,6.055509798,4.982417084,3.950344805,4.100232892,4.460225104,5.140064076,5.002538623,3.8813613,4.781150406,3.44684312,4.177501064,5.271672245,3.602979121,4.132019779,4.291400324,4.662691795,5.156083439,3.504405873,4.79573806,2.870796856,5.051001504,4.30797662,4.753749766,2.735409566,4.976908756,5.455015595,4.637942495,2.760914863,3.989988153,5.086844336,5.108147887
20184,3.450263172,3.61452756,4.000298474,2.984902009,2.558799429,3.618760761,4.00756227,3.516462626,3.2620678,2.503056741,3.035337855,3.677124622,3.800578719,4.41762663,2.703610271,2.853278195,3.60109547,4.744583561,3.78510613,2.553238541,2.540432259,3.592389424,4.1598805,3.69138197,2.73493562,4.042132663,4.543042675,4.165215097,3.670135887,2.365335146,3.170173115,3.227261391,3.38734023,3.56702046,2.232510041,4.24059172,3.761305296,3.969253722,3.946156578,4.084023609,2.407739361,3.148486097,3.68518802,3.282189959,2.670708602,2.703783007,4.067219919,3.350097287
77777,0,0.0126797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,0,0,0,0,0,0.061621443,0,0,0,0,0,0,0,0,0,0,0,0.008035917,0.595283556,0,0,0,0,0,0.007142857,0,0,0,0,0
22241,4.257332179,3.770266878,5.489160426,2.800518336,4.393838615,3.862444497,3.964121247,4.32213864,3.616550145,3.861916179,3.168769241,4.884295384,4.378549504,5.583013177,2.879057847,2.795208944,4.047825285,5.516681667,3.610630731,1.491874889,3.348655814,3.885121319,4.548520509,3.924355176,2.979144899,4.251690852,2.476910774,3.319076543,4.148277746,2.647564098,2.852505734,3.080060363,4.238518884,3.833693216,2.376438264,4.504543985,3.447021016,4.632867184,3.054172021,5.123077014,2.298984903,4.212250866,3.705252792,2.724669591,3.379818407,2.700050857,4.725312142,2.52613241
29869,4.84900019,4.559410642,5.43474295,3.249136728,5.297177521,5.049384258,4.961225256,4.881569167,4.506865053,4.583080801,2.497854342,2.520628642,4.787544816,5.418357035,3.726701198,4.112511371,4.797531262,5.495972496,5.213954694,2.667337527,4.195876459,5.267012456,4.78749265,5.060884801,3.775730997,4.525537984,5.552145367,4.650895478,4.614966469,3.391280848,3.174481128,3.304395813,5.061577185,5.143319531,3.036601954,5.224627424,3.927768178,5.657618867,4.771751385,5.879702877,2.329257518,4.374091116,4.81994651,3.817854171,3.178237647,4.969342175,4.475526798,3.51382978
71742,2.59046236,2.913455084,3.807354423,0.85999799,2.133794372,2.244851413,2.593021134,1.899297505,2.30524139,1.227791491,1.182604666,5.119201527,3.492629279,1.779918803,0.933429327,1.195657072,3.519376296,3.943574411,3.119538318,1.349458267,2.311864191,1.48082596,3.778807043,1.843547688,1.295818916,2.904279836,3.11434139,0.25,2.195121273,1.619063593,1.45958491,1.569839886,2.061990947,2.623460307,1.917357547,2.682414158,1.93265852,4.898640846,2.437837308,2.912379956,0.906189145,1.375799472,2.42159424,1.144114385,1.999244713,1.977292189,3.440904234,1.269742232
209012,0.958181875,1.203712567,1.187726762,0.295148516,1.62813604,1.565545527,0.87761609,1.419981405,1.217610348,0.58186612,0.158286793,0.234996591,0.780026576,0.452846429,0.947883458,0.91263419,1.711451864,0.917996102,0.652405815,0.644979397,1.143762181,1.354192428,0.991549598,1.782526338,1.337974774,0.672584553,0.946092924,1.203441736,0.780060174,0.674897899,1.1598126,1.07942153,1.349306678,1.341821344,0.562754149,1.559880951,4.063649507,3.453769701,2.136789656,0.670514335,1.528199375,1.174936924,1.017585507,1.825927762,0.90181864,1.263184604,1.030383263,0.599180006
100036521,6.943638779,7.435032465,7.32484852,5.941218931,7.048470909,6.210506239,7.086926981,6.343199675,6.798817928,6.223758104,5.546362365,6.367181098,6.97957664,7.15473382,7.243597172,6.342972362,6.953907943,7.257211405,7.1521013,5.530815848,6.244924228,6.055493871,7.131638361,6.487581073,6.792016563,6.960926923,6.827469772,4.276984906,6.538914929,5.549706795,5.538144772,6.331917109,4.764645694,6.819948027,5.343172802,6.58452859,7.001624957,7.107481302,6.584606038,7.1930381,5.958195256,4.371467495,6.676977641,5.978526083,6.42228863,6.416682468,6.843943113,7.131023422
22242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0.375976453,0,0.033963482,0,0,0,0,0
384845,0.074995602,0.024,0,0,0.0625,0.096890878,0.01754386,0.08843413,0,0.055555556,0,0,0.018867925,0,0.026315789,0.078790385,0.068181818,0.057692308,0.075,0.03125,0.043478261,0.024691358,0.021276596,0.092783505,0.074626866,0.046651032,0.076923077,0,0.038875713,0.060402685,0.027777778,0.0625,0.045454545,0.0375,0.051282051,0.062105971,0.111111111,0.08389975,0,0.076028309,0.086956522,0.178228761,0.089892589,0.042253521,0.117647059,0.027027027,0.046948357,0.033333333
22247,3.863527921,4.059370697,5.079941206,3.219529121,2.06837856,4.061645517,2.943915998,3.759105615,3.554294531,2.338281594,1.222667345,3.376637008,4.320654367,4.005811467,1.74912139,2.435688406,2.940970368,3.71976024,4.210764765,1.474347967,2.911190573,2.817061598,4.223767249,2.705794571,1.907622581,3.880813799,5.387557013,3.020528666,3.38393822,1.764633399,2.561779393,3.956935589,4.177085707,3.143248893,2.202141075,4.114383858,2.887928725,3.95348866,4.746475763,4.90208727,3.036435457,3.032070205,3.211623546,2.348394901,3.232943625,4.296628218,4.381295713,3.748743628
22248,6.441930731,6.849488738,7.430881612,4.992490232,2.400617942,4.065873047,6.101555451,3.329171652,6.733975228,6.814562372,5.258531104,6.135668646,7.323772821,7.155317489,6.437358499,6.172474239,1.798819012,6.272088527,7.117661508,4.958389436,6.407376739,2.578010896,7.654793915,1.172348642,5.292166274,7.043282889,7.186708968,4.815939776,5.950737318,5.93783423,5.733050277,6.17608116,3.726986412,6.028200143,5.563823526,3.367182726,2.840136604,2.955593838,3.707242967,7.128224265,4.772661493,1.670049198,6.042924221,1.972596483,5.437661461,3.504592375,7.278685127,6.425681014
106840,1.562866467,1.465965035,2.010921604,0.946118579,1.957854029,1.955642118,1.141908573,1.895179825,1.608334664,1.252390413,0.273541299,0.945340336,1.647096592,1.117168423,1.312382387,1.101690973,1.514071561,1.126264527,1.043692436,0.600456959,1.131835791,1.616094857,1.740513203,1.250746107,1.17067832,1.529488375,1.427852759,2.895525289,1.322141151,0.991828816,1.36426728,1.852734316,2.469398224,1.499372614,0.564463322,1.666442525,0,0.785696198,1.830915529,1.751215138,0.100953395,2.065771217,1.318003733,1.384773963,1.889901792,0.897538206,1.78183947,1.151563543
382018,5.342997603,4.699050383,4.42369586,3.717699322,5.247537579,6.240969788,4.58281701,6.171688885,4.333683265,5.023521267,3.509692922,4.364797826,5.059913133,5.07923874,5.177695786,4.781046082,5.837244032,4.748939976,5.06214515,4.420001404,4.703446748,6.467275282,5.297936316,5.561547636,4.903839734,5.286908198,4.59295289,3.674726342,5.104847337,4.483480171,5.274354782,4.935661108,6.434370458,5.162834607,4.271987779,5.678751912,5.427418949,5.341753426,5.763310726,5.511091494,5.043912805,6.845978606,4.851565223,4.710745656,4.587861659,4.714831067,5.370029816,4.328397155
22249,0.908416091,1.864979313,1.575400146,1.019282835,6.210529404,5.478006019,0.98852089,6.159982568,0.925360365,0.762640663,0.497226597,1.489034397,3.630473414,0,0.389571777,0.437345086,3.969576191,3.652252107,1.900621026,0.629681148,1.289688376,6.458323759,1.138546591,4.754045342,0.352699043,1.621660916,2.233785747,0.776181671,1.801562845,0.099107,0.392480084,1.646706131,7.117175337,1.276360333,0.853767003,4.003317789,4.983806104,4.35114748,5.645766616,2.240186991,0.261842079,7.144872842,1.100213625,2.939676156,0.872598514,3.785728925,2.134200117,0.748132415
208898,3.012506439,1.243158014,0,3.917034544,0,0.173787987,5.781722736,0.008695652,0.115159591,0,0,7.029748431,0.018867925,1.217651708,0,0.233457713,0,0.108535696,1.088718424,0.0625,0.02173913,0.052446146,0.021276596,0.07262262,0.096163336,0.02899967,0,0,0.203450416,0.039146913,0.39193974,0.188198994,0.1440875,2.572084343,0.243352586,0.029662575,0,0.129163308,0.183174813,0.451538805,0,0.057848828,4.648496273,0.131294762,0.407690432,0.336141403,0.024638157,1.88506354
70450,0.03094874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089047119,0.21346176,0,0,0,0,0,0.059730956,0.054488683,0,0.012877775,0,0,0.01114741,0,0,0,0,0,0,0.012075277,0,0,0.093023256,0,0,0.05039549,0.030342339,0.064576937,0,0,0.004694836,0
101869,2.841429529,2.186630435,4.130551513,0.980329141,2.687123124,2.726969315,2.614318464,2.52557989,2.952861804,1.922142813,1.309621129,1.449094386,2.741447473,3.409273014,2.186508,1.691159066,2.034537496,2.701368475,1.971904095,0.529599385,2.363733094,2.297001944,2.598911998,1.813420373,1.75343721,2.782230766,2.283748472,2.224786824,2.603102153,1.944001269,2.582568424,2.489391181,2.136279163,2.404222673,1.730174147,2.473296226,1.774795468,2.686066432,2.731902721,3.266860829,2.468849329,2.365811011,2.575712379,1.55218373,3.473788917,1.289506392,2.813566078,2.470004206
217012,0.044550324,0.035675453,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0.114503775,0,0,0.045325272,0,0,0,0,0,0.121920192,0,0.050408302,0.032932152,0,0,0,0,0,0.008758939,0,0.042146187,0.036859593,0,0.112389674,0.039700257,0,0.077350044,0,0.858438669,0.017372956,0
67387,7.933773738,7.784757082,7.757390038,6.95641246,7.860234299,7.762359761,8.262824469,7.727578085,7.97329405,6.333735538,7.968457545,8.152292544,8.353382024,7.726476034,7.399115028,6.718636601,8.201908742,7.993222624,7.748674142,7.788329097,7.146094912,7.370214729,8.318857392,8.132905495,7.392529184,8.233903448,8.721671063,7.015200501,7.705555769,7.17828989,7.522831629,7.827935436,6.862306412,7.983434153,7.260911677,7.811463448,7.910095538,7.916355686,7.893595552,7.719536582,7.668379244,6.272869563,8.001784562,7.652946533,8.307532364,7.248505835,8.343803425,7.99197303
107448,3.301410373,2.444875158,3.415154188,1.712549006,4.570645156,4.773118994,2.873706482,5.006391861,2.335001846,3.31482376,1.495297056,1.974737615,2.011982905,4.035726117,2.684153065,2.865475302,5.495491259,2.554707229,2.633417011,1.062683039,1.765156711,4.719523024,2.595545055,3.989526363,2.086782782,2.420553438,0.788484494,1.771240625,2.05971489,1.357363982,1.44352111,2.165356901,5.009549228,2.01979716,0.806204423,5.033020174,3.651799561,5.041522073,3.640910091,2.916355886,1.030045318,5.444006349,2.232652034,4.948372801,1.726769897,2.623499194,2.615460535,2.984089757
107449,0.315083667,0.008,0,0,0,0.324824577,0,0.038777666,0.244181974,0.419243254,0.147902016,0,0.119281662,0,0.352997167,0.288763003,0,0,0.05,1.925396661,0.602029214,0,0.274518619,0.039251082,0.404928631,0.095450159,2.214239514,1.426835654,0.941430611,1.154254488,0.644308551,2.714171509,0,0.472618946,0.964238801,0.245861745,0,0,0,0,0.213343069,0,0,0,3.060294207,0,0.5980584,0.901915586
22253,1.840870229,2.708452934,3.907756667,1.259586293,3.995910333,3.339634435,0.704458534,3.700768273,2.832215673,1.712216516,0.959876516,0.427312702,3.292712873,3.129791526,1.098250759,1.517553167,4.177150263,5.484434631,3.304405636,2.731390397,4.592499301,3.590169235,4.318843643,0.442990111,1.100993808,3.114548571,7.147570309,0,4.263960628,0.996658808,3.110223444,3.498185819,3.863668447,2.578065173,2.387949253,4.425529834,1.504915556,2.84385465,2.707528825,3.497057648,2.673062977,4.001046277,0.864402346,3.821858858,4.070180094,5.024065901,2.246782498,1.554933203
76589,0,0,0,0,0,0.034931926,0,0,0,0,0,0,0,0,0,0,0.121762546,0,0,0,0,0,0,0,0,0.016974494,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0,0,0.007142857,0.092745951,0,0,0.004694836,0
210801,1.61405035,4.494283617,6.654313954,1.781774544,5.41698037,3.693615392,0.470103571,5.273262705,1.555451885,0.127360069,0.353478308,0.574720736,3.147023396,1.726685669,0.111787566,0.150420333,4.057856044,2.151019066,3.413188069,1.435856645,3.08154144,6.593039627,3.268534081,0.097854156,0.15781563,3.016726376,5.69002442,0.715990057,2.571307606,0.04335189,1.744909505,3.294886874,5.874415144,2.050959246,1.298693618,3.63556847,0,0.235834619,4.184722129,6.32573773,0.602992285,6.541876421,1.257917973,2.231252878,3.27711192,3.795486415,2.495635286,1.215308767
217843,3.400112355,3.133724975,2.803786935,2.17176539,4.883959043,4.461907613,3.263454823,4.286278343,2.80678654,2.937818861,2.047052856,1.900220202,3.796583735,4.114142403,3.277005321,3.101864601,3.60857767,3.073630836,3.428658863,2.118658446,2.631546852,4.43301267,3.634508602,4.070114932,2.752717301,3.423631791,2.886133563,3.390247249,2.920307328,2.407934803,2.775652848,3.090400688,4.90601165,3.707437291,1.803324846,4.425913325,4.36657135,3.785464619,3.808095432,3.502466405,3.377939424,5.262494754,2.882538712,3.264276964,3.627211877,2.51833743,3.462760578,2.646864693
329178,7.056383348,7.131541817,6.132383911,5.722478112,8.217958505,8.118715441,8.008402286,7.893092065,7.742865084,7.156207246,5.616113224,7.332444133,7.403403243,7.520128595,6.77007043,7.036233232,7.981946642,7.588384992,7.370572883,5.357521954,5.89987747,7.780973295,7.521160056,8.17640049,6.655832062,7.516237696,6.881173439,8.293208548,6.916265297,6.749068544,7.344551889,6.777615982,7.716020072,6.597547281,5.967658309,8.079890202,8.332896188,8.728651965,6.994829256,7.649418289,6.846369082,8.358678833,7.358061141,7.386272458,5.646376991,7.116729885,7.332114781,6.333552428
381058,0.013833523,0.108917679,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0.117510993,0,0,0,0.081007552,0.030927835,0,0.015868952,0.391343295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54445,0.006116208,0.008,0,0,0,0.021418412,0,0.145038957,0,0,0,0,0,0,0,0.079009061,0,0,0,0.03125,0.075205035,0.149665984,0,0.030927835,0,0,0,0,0.006711409,0,0.164080294,0,0,0,0.008547009,0.030818547,0.111111111,0.230841796,0,0.029411765,0,0.041676931,0,0.057569899,0,0,0.032426716,0.052832083
22255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0.088053472,0,0,0,0,0.001438849,0,0,0,0,0,0,0,0,0,0,0.009389671,0
22256,0.115310338,0.0366797,0.1,0.067256855,0,0.085431461,0.109612763,0.262026494,0.391028771,0.027777778,0.107158971,0.090909091,0.389416189,0,0.026315789,0.069471737,0.191122521,0.030480048,0.117510993,0,0.062553125,0.191663308,0.295407883,0.241339907,0.173721503,0.269360405,0,0,0.020704446,0.111243842,0.143609028,0.099060156,0.045454545,0.0375,0.112303858,0.217880968,0,0.262473352,0.023255814,0.337995679,0.155867935,0.24139262,0.134208771,0.060872227,0.117647059,0.069863851,0.234654323,0.052832083
217331,2.363758159,1.90338404,2.575923931,1.074418851,1.257061826,2.127893514,1.541235151,1.838524683,1.542966245,2.503950584,1.077982886,2.975771604,1.300395854,2.304585433,1.911260615,1.648145094,2.08608377,2.555378228,1.307494141,1.32271586,2.011111653,1.559745614,1.871744162,1.406941833,2.146911666,2.008003471,1.491320901,0,2.166049519,1.917423601,1.242144648,1.34763011,3.001509916,1.71098174,1.48538852,1.621363027,1.394099384,1.581518338,1.967140676,2.10665784,2.690444097,1.544241912,2.073467654,1.073217739,0.927009412,0.998087051,1.727460055,1.939845585
74154,2.571872454,2.547750706,3.321303617,1.315044718,2.455047705,2.54942161,2.881227178,2.08100676,2.142308217,1.911017861,1.424304931,2.84251662,2.323196011,3.206170496,1.828229502,1.562550351,1.972650005,2.314864238,2.355112288,1.573398327,1.42958339,1.53893524,2.659194395,1.839295134,1.444640718,2.571721806,2.82493493,1.445280303,2.016058284,1.6451815,1.03919219,2.79381596,2.517595982,2.389562941,1.24968238,2.527652944,2.340057977,2.41074275,2.03093233,2.595337439,0.761808715,2.026081526,2.173827779,1.904514459,2.208400845,1.645500894,2.658012769,1.932890062
22262,0.160459962,0.162668388,0,0.09008004,0.282722622,0.549345008,0.36684619,0.620867476,0.148274455,0,0,0,0.663469826,0,0,0,0.306723978,0,0,0,0.127277333,0.379039732,0.558120614,0.605409444,0,0.534700452,0,0,0.036107007,0,0,0.52588159,0,0.0375,0.040640064,0.600074504,0.613729106,0.965651622,0.242859151,0,0,0.222733998,0.085876533,0.359552695,0.629028645,0,0.864013853,0
103149,0.015810168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,0,0.153340331,0,0,0.109133681,0.443953441,0,0,0,0.125,0,0,0,0,0,0,0,0.01263505,1.671883717,1.433223194,0,0.434836187,0,0,0,0.053624717,0,0.102901484,0,0
19704,2.688436323,2.270701239,2.463730913,1.531387326,2.916238844,2.498760789,2.403395288,2.882561411,2.160001357,2.273285032,1.502942294,1.04580234,2.129599867,3.556363316,1.492196931,1.932074627,2.859283496,2.329141776,1.466740886,1.756965409,2.347386378,2.503154659,2.708780618,2.800098338,1.752426009,2.588548702,1.159755046,2.907672631,2.005374993,1.73750332,2.310312706,2.335149973,2.163691587,2.622882162,1.362893771,2.76591864,1.717144366,2.651456051,2.73347685,3.045434507,1.160501106,2.635487572,2.24709158,2.561484488,1.87817095,1.96551168,2.983829499,1.923324314
326622,4.642335776,4.724574188,4.537742746,4.09558854,4.749733035,5.325449716,5.031269939,5.284537615,4.833776233,4.270585268,4.297950994,5.380188423,4.79484996,5.035277372,4.423818331,4.133889425,5.575580372,5.027163226,4.496066438,4.324369607,4.175614226,5.426344476,5.21736305,5.465019014,4.268998595,4.680030283,5.75062406,2.568662921,4.619178907,3.706867159,5.057745909,4.87535387,4.950485094,5.280538218,3.882750445,5.166055321,6.027446976,4.963542418,4.940298969,4.988650344,4.03617568,5.330217365,5.125852848,4.941857541,3.655506455,5.258148884,5.04832162,4.446139439
67031,4.477988509,4.296973301,4.884230777,3.546523228,4.035746987,4.330964795,4.030898865,5.213276501,3.79747364,3.111423997,1.659874256,3.598016426,4.092971851,5.468533796,2.463158146,3.269575209,5.805799978,5.412165675,3.767974753,1.934059802,3.790248274,4.772024305,4.824857027,4.865225302,2.605871041,4.55538562,3.615054639,3.508264506,4.049578722,3.280073422,4.335864138,4.502399557,4.023347933,4.261564586,2.822942862,5.189074173,3.111753886,5.17533764,4.539108529,5.290050881,3.077217062,3.697301417,4.438562416,4.484820483,3.88002051,6.059189905,4.796908084,3.11897738
68134,6.526311017,6.759434067,7.119827693,5.445970087,4.682958164,5.733857419,6.83319772,5.542733853,6.754412619,4.89758082,5.224142729,7.308923433,6.626309928,5.430533297,5.700074661,6.111578166,5.786200874,6.748745405,6.663109797,5.16305744,6.134022385,4.679738776,6.406810179,5.699498659,5.595879788,6.358771618,7.318856199,7.001453486,6.659660637,5.649179821,6.539920006,7.249885216,4.408727784,6.969808126,5.523815024,5.714286443,6.4818679,6.012463474,5.357689134,6.606431294,6.78761468,4.767163295,6.63974181,5.171284729,5.822775355,5.398064498,6.800819393,6.102305494
109637,0.122818229,0.097278971,0.190367746,0.185352469,0.364555626,0.244918784,0,0.136465104,0.152157287,0.192847625,0,0,0.268755971,0,0,0,0.117498295,0.097007579,0.118872188,0,0.056194837,0.053005551,0.401790862,0.11546054,0.09689333,0.184708848,0,0,0.14520194,0.057257594,0.105759859,1.299401815,0.105542186,0.077618167,0.119967296,0.164295036,0,0.093550416,0.171512545,0.129185807,0,0.139899127,0.125783146,0.059829965,0,0.08978184,0.340802782,0.179743914
22268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023618252,0,0,0,0,0,0,0,0,0,0.100011884,0,0
22269,0.012752064,0.067543548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034455707,0,0,0,0,0,0,0,0,0,0,0,0,0.054024101,0,0.010560935,0,0.032049033,0,0,0,0,0,0.032703213,0,0,0,0
22270,0,0.0286797,0,0,0,0,0,0,0,0.204376445,0,0,0,0,0,0.058482726,0.246417053,0,0,0,0.036107914,0.004115226,0,0,0,0,0,0,0,0.052355033,0,0,0,0,0,0.013604787,0,0.076531868,0.060115407,0,0,0,0,0.418434139,0,0,0,0
100647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.032312031,0,0.001438849,0,0,0,0,0,0,0.007142857,0,0,0,0,0
69665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22271,0.013637406,0.008,0,0.086972862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023336986,0.300530046,0,0.088220392,0.034424718,0,0.212325496,0,0,0.025641026,0,0,0,0.093023256,0,0,0,0,0,0,0,0,0
76654,1.969246852,2.472930456,3.930550501,1.462146316,0.599060156,1.190730165,2.710542577,1.564640824,2.397597656,1.217159775,1.601104713,1.815725435,2.953915633,1.045989728,1.580775259,1.218851876,2.096287596,1.311165592,2.686833508,1.761582199,1.768129204,1.292609372,3.337385506,1.186266582,1.636412952,2.872679246,3.174130806,0.826838731,1.17754577,1.699724816,1.630255571,3.197097969,0.422691274,2.255892517,1.556883744,1.575033925,2.484233523,1.936181995,1.332198658,2.784086503,1.429089723,0.751312188,2.480647772,1.480768165,2.500748072,1.388018122,3.709415127,2.147466209
331487,0.338978916,0.36320406,0.344132152,0.213447894,0,0.335674558,0.374230104,0.0718851,0.418548143,0.513835063,0,0.466298456,0.383328568,0,0.208076068,0.312409569,0.219585866,0.437735145,0,0,0.196256754,0.150150198,0.511257576,0.098814046,0.014925373,0.384699679,1.083867527,0,0.28450803,0.087210426,0.027777778,0,0,0.315825305,0.254266485,0.149347626,0,0.179846184,0.37293427,1.04357043,0,0.047937224,0.400872904,0.140363159,0,0.415306006,0.476728055,0.14406427
56046,7.037854868,6.814546989,7.623913734,5.534954796,4.962353999,5.6199614,6.703201407,4.682858651,7.180271672,5.314568706,4.815724177,6.704200947,7.58511354,7.400005657,6.349840094,5.282378695,5.248177993,6.990407995,6.576327508,5.161026129,5.643215275,4.706376193,8.048230734,5.227161998,5.323565586,7.548916004,7.409848874,4.509910424,6.41813974,5.524878592,6.334280106,7.411946657,4.651996745,5.960702511,5.578043974,5.398159952,6.137553069,6.048232351,5.0902037,7.495153865,4.468759341,3.920698927,6.483517866,5.148319578,6.926588947,5.206274889,7.810083022,5.556849883
67267,8.087870194,7.954004999,8.925130624,7.767252304,8.413706268,8.584613116,8.063869461,8.636304602,8.159048386,8.304703792,9.032054457,8.38229436,8.395274404,8.007984617,8.934324649,8.827824486,8.924304939,8.25684524,8.053638271,8.875370988,8.162434175,8.859170321,8.241078665,8.706615942,8.836893471,8.357709962,8.93018083,8.851155061,8.116031692,8.698153193,8.604528782,8.410658796,8.302155994,8.290292277,8.125514951,8.41162097,8.838326782,8.208317116,8.406951306,8.549832329,8.908017224,7.98095157,8.040304425,8.271510125,8.36806122,7.894741911,8.467227326,8.561038968
107197,5.897471438,6.575092431,6.635183618,5.474401802,6.095674396,6.006961341,6.898141047,6.249381895,6.733586298,4.839461979,6.022726526,6.929925179,6.799390848,6.257686452,6.175485531,5.168290421,6.312333041,6.712804536,6.311274773,6.542808064,5.809581622,6.047342715,7.207525443,6.503541165,4.53075571,7.050324458,7.293005779,5.077481911,5.511330709,5.013296793,5.955010792,6.115514956,6.285859267,6.483325401,4.987736392,6.318244041,7.255327016,6.639076999,6.172799217,6.822419648,6.206215715,4.857293,6.44781975,5.870790648,6.036937183,5.873870504,6.747255129,6.052603638
