,0
0,RPS25
1,HSP90B1
2,PFDN2
3,MORF4L1
4,HSPA5
5,NDUFA4
6,CLU
7,BTG1
8,LCN2
9,CSDE1
10,SEPP1
11,CREG1
12,MGST1
13,RPLP0
14,S100A11
15,HEBP1
16,ACTB
17,VAMP8
18,SDCBP
19,RPL39
20,SUMO2
21,NAA20
22,CYCS
23,CYC1
24,KRT19
25,CDC20
26,EEF1A1
27,VDAC2
28,SNRPG
29,TXNIP
30,RPLP1
31,MIF
32,RPL6
33,IGFBP4
34,ATP5G3
35,UQCRH
36,FXYD3
37,AHSA1
38,PKM
39,PBK
40,GTF3A
41,RPS15
42,PSMB7
43,S100A10
44,HSP90AB1
45,TMSB10
46,H3F3B
47,PPIC
48,NOP10
49,RPL26
50,TSPAN13
51,CEBPB
52,CAPNS1
53,CTSD
54,PSMA6
55,ASS1
56,PAICS
57,DBI
58,EPCAM
59,PTPLAD1
60,LDHA
61,ATP1B3
62,SNRPD2
63,CTSA
64,NDUFA13
65,TMSB4X
66,RPL22L1
67,RPL31
68,COX7A2
69,ATP6V1A
70,IFITM3
71,KARS
72,SNRPB
73,DSTN
74,ANXA2
75,RPL19
76,TPT1
77,TUBA1A
78,TFRC
79,RPL7A
80,NACA
81,KPNA2
82,KRT8
83,SLC38A1
84,SMIM14
85,EMG1
86,TKT
87,HIST1H1C
88,SLC12A2
89,HSPB1
90,CD9
91,MAD2L1
92,ACTG1
93,S100A9
94,BASP1
