,0
0,RPL26
1,TMSB4X
2,SLC12A2
3,SNRPD2
4,H3F3B
5,SDCBP
6,ATP6V1A
7,RPS25
8,SUMO2
9,HEBP1
10,KPNA2
11,MGST1
12,HSPB1
13,SMIM14
14,RPLP0
15,IGFBP4
16,TPT1
17,BASP1
18,RPL22L1
19,NACA
20,HSP90AB1
21,NDUFA4
22,ACTB
23,PSMA6
24,CYC1
25,S100A11
26,EMG1
27,NOP10
28,MORF4L1
29,UQCRH
30,S100A9
31,CD9
32,PFDN2
33,CTSA
34,CLU
35,BTG1
36,IFITM3
37,NAA20
38,TSPAN13
39,SNRPG
40,KRT8
41,PPIC
42,SNRPB
43,HIST1H1C
44,HSP90B1
45,DBI
46,CEBPB
47,SEPP1
48,EPCAM
49,S100A10
50,MIF
51,TMSB10
52,PBK
53,RPL6
54,RPL39
55,ATP1B3
56,PTPLAD1
57,ACTG1
58,NDUFA13
59,AHSA1
60,VAMP8
61,ATP5G3
62,RPL7A
63,TUBA1A
64,CREG1
65,CSDE1
66,VDAC2
67,PKM
68,SLC38A1
69,RPL19
70,GTF3A
71,DSTN
72,CTSD
73,LCN2
74,TKT
75,CYCS
76,RPLP1
77,PAICS
78,KRT19
79,FXYD3
80,MAD2L1
81,KARS
82,COX7A2
83,RPL31
84,ASS1
85,HSPA5
86,TXNIP
87,RPS15
88,ANXA2
89,CAPNS1
90,CDC20
91,TFRC
92,PSMB7
93,LDHA
94,EEF1A1
