,0
0,THBS1
1,LSM4
2,IGFBP5
3,UCP2
4,WFDC2
5,TXNIP
6,TPM2
7,CPE
8,PHLDA1
9,MFGE8
10,CCND1
11,DEPTOR
12,CTSC
13,CAPG
14,NSMCE4A
15,IRX3
16,KPNA2
17,MCM7
18,CALD1
19,RPL22L1
20,MCM4
21,PBK
22,TCF19
23,APOE
24,CLCA2
25,XPOT
26,BTG2
27,MAD2L1
28,FOS
29,CDC20
30,ACTA2
