,0
0,PFDN2
1,SERBP1
2,MORF4L1
3,HSPA5
4,CLU
5,IER3
6,BTG1
7,SEPP1
8,SULF2
9,RPS3
10,DYNLL1
11,COX4I1
12,RPLP0
13,ACTB
14,SDCBP
15,NAA20
16,RPL23A
17,CYCS
18,CYC1
19,KRT19
20,EIF4B
21,TPI1
22,ERH
23,GNB2L1
24,RPSA
25,EEF1A1
26,VDAC2
27,TXNIP
28,EIF3G
29,LAP3
30,POLR2K
31,FTH1
32,ABCG2
33,MCM7
34,IGFBP4
35,AHSA1
36,PBK
37,RPS2
38,GTF3A
39,SET
40,S100A10
41,PPIA
42,HSP90AB1
43,TMSB10
44,NOP10
45,NOP56
46,TSPAN13
47,CEBPB
48,CAPNS1
49,RPS29
50,CDC123
51,CTSD
52,ASS1
53,PAICS
54,DBI
55,EPCAM
56,LDHA
57,ATP1B3
58,NCL
59,TMSB4X
60,RPL22L1
61,UQCRFS1
62,RPL31
63,EEF1G
64,COX7A2
65,XPOT
66,FAM136A
67,PSME2
68,EIF5A
69,ANP32B
70,IFITM3
71,KARS
72,NUTF2
73,DSTN
74,CD81
75,RPL36A
76,TPT1
77,TUBA1A
78,TFRC
79,GAPDH
80,CCND1
81,PCBP1
82,KPNA2
83,RPN1
84,SMIM14
85,EMG1
86,TKT
87,RPL13A
88,SLC12A2
89,UBA52
90,TOMM20
91,MAD2L1
92,ACTG1
93,SERINC3
94,BASP1
95,HSPA1B
