0
RAF1
JAK1
PIK3R1
MAP2K2
MTOR
MYC
MAP2K1
EP300
MAP3K5
PDPK1
TP53
CYCS
KAT2B
APAF1
MAP2K3
CTNNB1
STAT5A
SRC
BCL2L1
PIK3CA
FOS
BCL2
BAX
JAK2
FOXO3
JUN
FOXO1
CREBBP
SP1
CASP9
CASP3
GSK3B
BAD
MDM2
CREB1
MAPK1
STAT3
PRKCA
AKT1
MAPK3
