0
TCF7
MYC
RAD50
DLL1
PARP1
GRB2
FLT4
FOS
RAF1
MRE11
NOTCH1
KIT
CTNNB1
MAPK1
AKT1
SP1
EGF
DVL1
TP53
JUN
MAP2K2
JAG2
MAPK3
MTOR
EGFR
PTEN
LRP5
SOS1
BAX
RAD51
BRCA2
LRP6
LEF1
FZD7
SHC1
DLL4
PIK3R1
MAP2K1
PIK3CA
GSK3B
BRCA1
NBN
APC
AXIN1
CSNK1A1
