,0
0,DDIT4
1,FKBP4
2,PGAM1
3,ERH
4,NQO1
5,NCOA4
6,UBE2T
7,DEK
8,ODC1
9,SNRPB
10,DHX40
11,GABARAP
12,SYNGR2
13,DSP
14,C14ORF119
15,NMD3
16,TCEAL1
17,BANF1
18,TUBA1A
19,SNRPG
20,UBE2C
21,NDUFA4
22,MRFAP1L1
23,TXNIP
24,RPLP1
25,IARS
26,NDUFS5
27,C20ORF24
28,CCT3
29,SAT1
30,PPT1
31,PSME1
32,RAN
33,TUBA1B
34,HIST1H2AC
35,SNRPD2
36,EEF2
37,ILF2
38,RPL22L1
39,AHSA1
40,PRDX1
41,HLA-C
42,ITGAV
43,CUTA
44,BAMBI
45,CDH3
46,SLC38A2
47,CSTA
48,MYO1B
49,B4GALT1
50,HSP90AA1
51,CDK4
52,EIF3I
53,S100A10
54,SLC3A2
55,SELT
56,ARL6IP1
57,SLC7A5
58,GDI2
