,0
0,MUC1
1,SNRPB2
2,FN1
3,KRT17
4,KLHL21
5,TM4SF1
6,PDLIM1
7,S100A6
8,OLFML3
9,GABARAP
10,DSP
11,ACTN1
12,VTCN1
13,CEBPD
14,TCEAL1
15,BST2
16,VIM
17,GJA1
18,TGFBI
19,COL5A2
20,HLA-B
21,ATP5F1
22,MARCH8
23,TXNIP
24,RPLP1
25,HMGN2
26,MYC
27,MT1E
28,LAMB3
29,FLNB
30,UBB
31,AHNAK
32,H2AFZ
33,KRT14
34,MARCKSL1
35,KRT5
36,ACTN4
37,PPT1
38,SLPI
39,HMGB1
40,NUPR1
41,KRT15
42,PSME1
43,IGFBP4
44,RAN
45,TUBA1B
46,SNRPD2
47,HIST1H2AC
48,FLNA
49,MKNK2
50,EEF2
51,FSTL1
52,RBBP7
53,FBN1
54,RPS2
55,XIST
56,HSP90AA1
57,CDH3
58,EFHD1
59,S100A10
60,COL4A5
61,DHCR24
62,EGR1
63,MAGED2
64,JAG1
65,GDI2
