,0
0,UBE2C
1,DDIT4
2,RAN
3,EIF3I
4,SYNGR2
5,ITGAV
6,TUBA1B
7,NDUFS5
8,EEF2
9,ARL6IP1
10,SNRPD2
11,C20ORF24
12,C14ORF119
13,FKBP4
14,DSP
15,DEK
16,HSP90AA1
17,DHX40
18,GABARAP
19,NQO1
20,BANF1
21,SELT
22,PSME1
23,RPLP1
24,CDK4
25,HLA-C
26,PRDX1
27,CUTA
28,PGAM1
29,MRFAP1L1
30,SNRPG
31,BAMBI
32,B4GALT1
33,NCOA4
34,AHSA1
35,ODC1
36,TXNIP
37,ERH
38,SLC7A5
39,SNRPB
40,UBE2T
41,SAT1
42,CDH3
43,CSTA
44,NMD3
45,TCEAL1
46,TUBA1A
47,ILF2
48,SLC3A2
49,HIST1H2AC
50,IARS
51,RPL22L1
52,GDI2
53,SLC38A2
54,PPT1
55,CCT3
56,S100A10
57,NDUFA4
58,MYO1B
