,0
0,DDIT4
1,FKBP4
2,NQO1
3,NCOA4
4,UBE2T
5,SNRPB
6,IFIT1
7,DHX40
8,GABARAP
9,DSP
10,NMD3
11,TPX2
12,TCEAL1
13,BANF1
14,TUBA1A
15,SNRPG
16,UBE2C
17,JTB
18,ATP5F1
19,NDUFA4
20,TXNIP
21,MRFAP1L1
22,RPLP1
23,HMGN2
24,IDH2
25,IARS
26,HIST2H2AA3
27,NDUFS5
28,C20ORF24
29,MARCKSL1
30,CCT3
31,FAM83D
32,SAT1
33,PPT1
34,PSME1
35,IGFBP4
36,RAN
37,TUBA1B
38,SNRPD2
39,HIST1H2AC
40,EEF2
41,ILF2
42,RPL22L1
43,AHSA1
44,PRDX1
45,HLA-C
46,ITGAV
47,BAMBI
48,HSP90AA1
49,CDH3
50,SLC38A2
51,CSTA
52,MYO1B
53,EIF3I
54,LRP11
55,HADHB
56,S100A10
57,SLC3A2
58,EIF1
59,SELT
60,DHCR24
61,ARL6IP1
62,MAD2L1
63,SLC7A5
64,GDI2
