,0
0,DNAJB11
1,HADHB
2,UBE2C
3,DDIT4
4,RAN
5,EEF2
6,ARL6IP1
7,ANXA3
8,MARCKSL1
9,C1ORF43
10,C20ORF24
11,FKBP4
12,DSP
13,KLF10
14,HSP90AA1
15,ATP5J
16,NQO1
17,BANF1
18,RPS2
19,PSME1
20,MCM7
21,DHCR24
22,CDK4
23,MAD2L1
24,PTMA
25,CSE1L
26,TOMM40
27,BAMBI
28,B4GALT1
29,ERH
30,AHSA1
31,ODC1
32,TXNIP
33,SLC7A5
34,IGFBP4
35,UBE2T
36,SAT1
37,CDH3
38,CSTA
39,TUBA1A
40,ILF2
41,SLC3A2
42,HIST1H2AC
43,IARS
44,IFIT1
45,RPL22L1
46,SLC38A2
47,UNG
48,HMGN2
49,EIF4A3
50,CCT3
51,PPT1
52,S100A10
53,MYO1B
54,VRK1
55,LRP11
