0
SPRED2
AMDHD2
PBXIP1
SLC38A1
PNN
ITSN2
PWP2
PRKCSH
DDX21
TXLNA
GGA1
ITGAV
CDIPT
SFI1
EIF3A
NOP2
UBA1
PCM1
TRIB1
DMTF1
