0
GPX1
SRGN
LXN
EVI2A
TRMT5
IDI1
ASH2L
ASNSD1
SKP1
PPP2R3C
LIPT1
DCK
TSNAX
MAD2L1
ICAM2
RNASE6
NSL1
ERLIN2
