,0
0,LYPLA1
1,TUBB6
2,DDIT4
3,EEF2
4,EMG1
5,CHMP5
6,NOLC1
7,ATP1B1
8,DPM1
9,DSP
10,HAT1
11,AGR2
12,SDCBP
13,PRKRIR
14,ATP6V1A
15,SLC35A1
16,SUMO1
17,CDKN3
18,KRT19
19,RPS25
20,MAD2L1
21,IFITM3
22,CCDC53
23,TFAP2C
24,TAF9
25,PTPLA
26,SLIRP
27,MRPS17
28,NCOA4
29,LDOC1
30,NDUFS3
31,HSPB8
32,NDUFB1
33,IGFBP4
34,HIST1H1C
35,CDH3
36,MRPL15
37,DNAJA1
38,SSB
39,C6ORF211
40,UBE2M
41,IARS
42,NSA2
43,IFIT1
44,DYNLT3
45,GNG10
46,RRM2
47,LXN
48,FABP5
49,ARNT2
50,TIMM10
51,SETP4
52,CCNG1
53,KYNU
54,SLC38A1
55,TCEAL4
