,0
0,RRM2
1,DDIT4
2,IFITM3
3,FABP5
4,SLC2A10
5,SETP4
6,IFIT1
7,DSP
8,MTCH2
9,RPL36AL
10,TUBB6
11,KYNU
12,EIF2S3
13,ANXA3
14,CDC123
15,STARD7
16,EIF3E
17,DYNLT3
18,IARS
19,VRK1
20,RPP40
21,ARNT2
22,NOC3L
23,C14ORF166
24,NOLC1
25,DPM1
26,NEDD8
27,SLC35A1
28,SLIRP
29,IGFBP4
30,LSM1
31,DNAJA1
32,TBCA
33,SSB
34,NFKBIA
35,EEF2
36,CCNG1
37,NSA2
38,TFAP2C
39,HIST2H2AA4
40,TIMM10
41,EMG1
42,MRPS17
43,EIF1AX
44,ATP1B1
45,GMNN
46,CDH3
47,LXN
48,PTRH2
49,TPRKB
50,CBWD7
51,GGCT
52,SDCBP
53,UBE2M
54,MAD2L1
55,KRT19
56,HSPB8
57,HSPA1B
58,MRPL15
59,CBX3
