,0
0,TUBB6
1,DDIT4
2,EEF2
3,EMG1
4,ANXA3
5,NOLC1
6,RPP40
7,ATP1B1
8,DPM1
9,DSP
10,TPRKB
11,SDCBP
12,GMNN
13,SLC35A1
14,EIF1AX
15,HIST2H2AA4
16,KRT19
17,C14ORF166
18,MAD2L1
19,IFITM3
20,GGCT
21,TFAP2C
22,CBWD7
23,EIF2S3
24,SLIRP
25,MRPS17
26,EIF3E
27,CBX3
28,STARD7
29,HSPB8
30,TBCA
31,IGFBP4
32,CDH3
33,SLC2A10
34,MRPL15
35,DNAJA1
36,NEDD8
37,SSB
38,UBE2M
39,MTCH2
40,NOC3L
41,PTRH2
42,IARS
43,NSA2
44,CDC123
45,HSPA1B
46,DYNLT3
47,RRM2
48,LXN
49,FABP5
50,ARNT2
51,TIMM10
52,SETP4
53,IFIT1
54,KYNU
55,RPL36AL
56,NFKBIA
57,VRK1
58,LSM1
59,CCNG1
