,0
0,LYPLA1
1,TUBB6
2,RPL26L1
3,DDIT4
4,EEF2
5,EMG1
6,ATP1B1
7,DPM1
8,DSP
9,AGR2
10,SDCBP
11,SUMO1
12,CDKN3
13,HIST2H2AA4
14,RPS25
15,SEC11A
16,C14ORF166
17,RAB9A
18,CCDC53
19,TAGLN2
20,SCD
21,TFAP2C
22,SLC38A1
23,CBWD7
24,PTPLA
25,SLIRP
26,MRPS17
27,NCOA4
28,LDOC1
29,NDUFS3
30,HSPB8
31,TBCA
32,LSM3
33,NDUFB1
34,COX6C
35,HIST1H1C
36,CDH3
37,TMEM123
38,MRPL15
39,DNAJA1
40,C6ORF211
41,UBE2M
42,PTRH2
43,IARS
44,HSPA1B
45,DYNLT3
46,RRM2
47,LXN
48,GNG10
49,ARNT2
50,KYNU
51,SETP4
52,FHL1
53,CBX1
54,BMI1
55,SLC35A1
56,C6ORF48
57,RSL24D1
58,TCEAL4
