,0
0,TOMM6
1,EIF4A2
2,DDIT4
3,EEF2
4,TUBA1B
5,PSMD14
6,GTF2IP1
7,RPS13
8,HMGN1
9,SLC39A6
10,HLA-A
11,SLC6A14
12,AGR2
13,SNRPD3
14,SDCBP
15,HSPA8
16,SLC25A5
17,RPS18
18,PTP4A1
19,GAPDH
20,CCT4
21,TOMM20
22,RPL27
23,PGAM1
24,SUMO2
25,TMA7
26,ARMCX6
27,TCN1
28,ERH
29,HSPA1A
30,B2M
31,GSTM3
32,RPL23A
33,SOCS2
34,PSAP
35,EGR3
36,HIST1H2BK
37,CD63
38,NACA
39,RPL13AP6
40,ESR1
41,NPM1
42,FDFT1
43,HSPH1
44,TPBG
45,XBP1
46,MORF4L1
47,DSP
48,RPS14P3
49,GABARAP
50,ARL6IP5
51,UBA52
52,CUTA
53,PPIA
54,SNRPG
55,RPS26
56,ASAH1
57,GATA3
58,CD24
59,RPL17
60,NCOA4
61,IER3
62,CEBPB
63,SEPP1
64,EPCAM
65,SLC38A2
66,PMP22
67,NBPF15
68,RPL6
69,MIR21
70,RPL39
71,YPEL5
72,LAPTM4B
73,ATP1B1
74,HSP90AA1
75,TRIM37
76,PSMB5
77,SEC11A
78,HLA-C
79,PRDX1
80,MYO5C
81,TBCA
82,TACSTD2
83,MIR1244-3
84,H3F3AP4
85,RPS27
86,CSTA
87,TMBIM6
88,TUBA1A
89,TM9SF2
90,HIST1H2AC
91,IARS
92,NUCKS1
93,KLHDC2
94,PPT1
95,SLC38A1
96,CCNG2
97,AMIGO2
98,ITGAV
99,REEP5
100,C20ORF24
101,CDK2AP1
102,EIF3CL
103,RAB1A
104,EIF4A1
105,RPLP1
106,C14ORF166
107,TUBA1C
108,COX7A2
109,TFAP2C
110,HOXC6
111,CDIPT
112,PDIA6
113,BAMBI
114,ODC1
115,ITM2B
116,MLPH
117,RPS15
118,APP
119,TFF1
120,RPL11
121,TSPYL4
122,ZFP36L2
123,RPL4
124,ATP9A
125,ANXA5
126,OAZ1
127,CCT3
128,LDHA
129,BMI1
130,DHRS2
131,C6ORF48
