,0
0,TOMM6
1,EIF4A2
2,DDIT4
3,CANX
4,EEF2
5,HNRNPA1P10
6,TUBA1B
7,PSMD14
8,GTF2IP1
9,RPS13
10,EIF1
11,HMGN1
12,HLA-A
13,SFN
14,UBC
15,SDCBP
16,SNRPD3
17,HSPA8
18,SLC25A5
19,RPS18
20,PTP4A1
21,H3F3B
22,AGR2
23,CCT4
24,SUMO2
25,ARMCX6
26,TCN1
27,RPLP0
28,TPT1
29,B2M
30,GSTM3
31,SOCS2
32,PSAP
33,EGR3
34,YWHAZ
35,RPL5
36,CD63
37,NACA
38,NPM1
39,ACTB
40,FDFT1
41,TPBG
42,HSPH1
43,JTB
44,HADHB
45,MORF4L1
46,DSP
47,PTGES3
48,GABARAP
49,IFITM3
50,SNRPG
51,RPS26
52,ASAH1
53,GATA3
54,CD24
55,RPL17
56,NCOA4
57,RPL8
58,DBI
59,CEBPB
60,SEPP1
61,EPCAM
62,SLC38A2
63,PMP22
64,RLIM
65,NBPF15
66,NGFRAP1
67,RPL6
68,MIR21
69,RPL39
70,ACTR3
71,YPEL5
72,ATP1B1
73,HSP90AA1
74,TRIM37
75,ATP1B3
76,PSMB5
77,DHCR24
78,HLA-C
79,ACTG1
80,PRDX1
81,TACSTD2
82,HIST2H2BE
83,IER2
84,RPS27
85,CSTA
86,TMBIM6
87,RPL7A
88,TUBA1A
89,ATP5F1
90,TM9SF2
91,HIST1H2AC
92,IARS
93,KLHDC2
94,PPT1
95,SLC38A1
96,CCNG2
97,RPS17
98,AMIGO2
99,RPL37A
100,ITGAV
101,REEP5
102,C20ORF24
103,CDK2AP1
104,EIF3CL
105,ABAT
106,RAB1A
107,EIF4A1
108,GABARAPL2
109,RPLP1
110,TUBA1C
111,COX7A2
112,RPL31
113,FAU
114,TFAP2C
115,PDIA6
116,BAMBI
117,ITM2B
118,MLPH
119,RPS15
120,TFF1
121,TSPYL4
122,ZFP36L2
123,ATP9A
124,PEBP1
125,CCT3
126,LDHA
127,DHRS2
128,EEF1A1
