,0
0,DDIT4
1,NPM1
2,ODC1
3,PSMB5
4,PSAP
5,EGR3
6,RPL13AP6
7,MORF4L1
8,ANXA5
9,IER3
10,IARS
11,C20ORF24
12,CCT3
13,GTF2IP1
14,SEPP1
15,RPS13
16,TFAP2C
17,PRDX1
18,HSP90AA1
19,EIF3CL
20,SLC38A2
21,ASAH1
22,AMIGO2
23,SDCBP
24,RPL39
25,SUMO2
26,RPL23A
27,CCNG2
28,HLA-A
29,ERH
30,NCOA4
31,YPEL5
32,REEP5
33,TSPYL4
34,APP
35,HMGN1
36,GABARAP
37,ITM2B
38,ESR1
39,RPL11
40,MIR1244-3
41,FDFT1
42,LAPTM4B
43,PMP22
44,B2M
45,TMA7
46,SNRPG
47,RPS26
48,RPLP1
49,MLPH
50,ARMCX6
51,RPL6
52,NBPF15
53,TUBA1B
54,TBCA
55,HSPA1A
56,GATA3
57,HLA-C
58,CUTA
59,BAMBI
60,RPS15
61,ARL6IP5
62,C6ORF48
63,TFF1
64,PPIA
65,HIST1H2BK
66,CD24
67,HSPA8
68,RPS27
69,RPS18
70,SLC39A6
71,PGAM1
72,ATP9A
73,TACSTD2
74,TUBA1C
75,CEBPB
76,SLC25A5
77,PDIA6
78,DHRS2
79,CCT4
80,SLC6A14
81,EPCAM
82,MYO5C
83,C14ORF166
84,SOCS2
85,LDHA
86,HIST1H2AC
87,EIF4A2
88,TM9SF2
89,PSMD14
90,SEC11A
91,RPL17
92,TCN1
93,ZFP36L2
94,ATP1B1
95,KLHDC2
96,RPL27
97,COX7A2
98,OAZ1
99,MIR21
100,RPS14P3
101,XBP1
102,DSP
103,HOXC6
104,TRIM37
105,TUBA1A
106,AGR2
107,GAPDH
108,HSPH1
109,NACA
110,RPL4
111,PPT1
112,TPBG
113,GSTM3
114,TMBIM6
115,EEF2
116,RAB1A
117,CDIPT
118,SLC38A1
119,BMI1
120,EIF4A1
121,PTP4A1
122,ITGAV
123,CD63
124,CSTA
125,UBA52
126,NUCKS1
127,TOMM20
128,H3F3AP4
129,CDK2AP1
130,TOMM6
131,SNRPD3
