,0
0,CLDN11
1,MAOA
2,APOD
3,CDCA7
4,S100P
5,CPB1
6,RAI2
7,PRAME
8,OGN
9,C1ORF64
10,TFAP2B
11,ADRA2A
12,NPY1R
13,AKR1C3
14,AREG
15,FLRT3
16,MATN2
17,PTH2R
18,NME5
19,DNALI1
20,HMGCS2
21,TMSB15A
22,SCUBE2
23,CLIC6
24,CPE
25,DHRS2
26,SERPINA5
27,DUSP4
28,ABCC11
29,NTN4
30,C1ORF106
31,ZNF204P
32,PGR
33,SH3BGRL2
34,AKR1B10
35,STC2
36,CXCL10
37,IRS1
38,LINC01279
39,LAMP3
40,ALDH3B2
41,STEAP2
42,SCGB2A1
43,COTL1
44,PDZK1
45,SLIT2
46,TIMP4
47,CXCL14
48,ISG15
49,FHL1
50,XIST
51,ZNF662
52,NFE2L3
53,EGFLAM
54,ADAMDEC1
55,LHFP
56,PCDHB5
57,MAPT
58,CDO1
59,MMP9
60,LRP2
