,0
0,CLDN11
1,MAOA
2,APOD
3,TNN
4,S100P
5,RAI2
6,PRAME
7,OGN
8,ZNF385B
9,TFAP2B
10,ADRA2A
11,TM4SF18
12,AKR1C3
13,FLRT3
14,MATN2
15,TMEM98
16,FAM129A
17,HMGCS2
18,GSTP1
19,EYA2
20,SCUBE2
21,GPC3
22,RBP7
23,PIK3C2G
24,NTN4
25,DUSP4
26,TENM2
27,ZNF204P
28,PGR
29,SH3BGRL2
30,PROM1
31,AKR1B10
32,PEG3
33,STC2
34,CXCL10
35,ID4
36,HOXA9
37,PDLIM3
38,MIA
39,KCTD14
40,TSPAN6
41,ALDH3B2
42,LAMP3
43,AGT
44,PDZK1
45,SCGB2A1
46,RAB26
47,TIMP4
48,SLIT2
49,MEIS1
50,CSTA
51,STEAP2
52,ISG15
53,FHL1
54,ZNF662
55,RNF128
56,EGFLAM
57,ADAMDEC1
58,LHFP
59,SYT13
60,RARRES1
61,CDO1
62,MMP9
