0
HDAC1
CCNE1
MMP3
PTEN
PDPK1
JAK2
FOS
BCL2
PTK2
SMAD4
SMAD3
RAF1
STAT5A
TP53
STAT1
MDM2
PIK3R1
CAV1
CCND1
CDKN1A
FOXO3
PRKCA
MMP7
PIK3CA
RAB25
SMAD7
MAPK1
BAX
MAPK3
CDK2
PELP1
MMP2
MAP2K1
SP1
SRC
STAT3
AKT1
GSK3B
SHC1
CTNNB1
JUN
MUC4
BRAF
CDK4
MTOR
MYC
MMP9
