0
MMP3
CDH1
CCNB1
VEGFC
VEGFA
"VEGFD
"
CCND1
KDR
EGFR
MMP7
MMP2
SRC
AKT1
FLT1
FLT4
CTNNB1
CDK4
ERBB2
MMP9
