0
RAF1
PIK3R1
MAP2K1
MYC
MTOR
PDPK1
TP53
CTNNB1
STAT5A
SRC
PIK3CA
FOS
BCL2
BAX
JAK2
FOXO3
JUN
SP1
GSK3B
MDM2
MAPK1
STAT3
PRKCA
AKT1
MAPK3
