0
MYC
CDK4
CCNB1
SMAD2
FOS
"SMAD4
"
NOTCH1
CTNNB1
CTSB
SMAD3
SP1
JAG1
CDH1
JUN
EGFR
ADAM17
VEGFA
MMP7
MMP3
MMP2
CCND1
JAG2
EP300
MMP9
