,0
0,THBS1
1,FIGNL1
2,SYTL2
3,TOM1L2
4,BCL2L1
5,RAB17
6,PGM5
7,CEACAM6
8,TP53I3
9,AQP3
10,PRSS23
11,ABCG1
12,CTSC
13,LIMA1
