,0
0,OR6V1
1,SLC28A3
2,OR7D4
3,WDR46
4,OR52E8
5,LOC728690
6,FBXO42
7,SNORD1C
8,ZNF805
9,RNU4-2
10,GID4
11,RFNG
12,DEFB127
13,SNORD53
14,PSPH
15,TBC1D3P5
16,RNU5B-1
17,DUSP28
18,SDC2
19,FLJ25715
20,LRRN3
21,CYP4X1
22,ID4
23,PRSS1
24,OR2T35
25,OR4C16
26,ZNF804B
27,HPDL
28,PLSCR4
29,SLIT2
30,CDA
31,MIR646HG
32,CATX-1
33,OBP2B
34,C20ORF203
35,CCDC80
36,LOC100132099
37,ARL4C
38,FLJ46010
39,EVI2A
40,TRIML1
41,MIR520C
42,SNORA21
43,ARHGEF38
44,GALR1
45,FOSB
46,ZNF716
47,SAMD9L
48,SNORD13P1
49,ALAS2
50,LGALS9
51,CUZD1
52,LEMD1
53,CP
54,PIEZO1
55,ABCG1
56,CES1
57,SCNN1G
58,SYTL2
59,PLA2G7
60,MYOM1
61,IFI27L2
62,SOHLH1
63,TMEM47
64,CLDN8
65,SNORD58A
66,PUS10
67,SPRR1B
68,LOC441233
69,SNORA7B
70,KLK12
71,MBNL2
72,ZNF443
73,SEPT3
74,SERPINB13
75,OR5M3
76,HIST1H4B
77,C11ORF96
78,ACOT1
79,STC1
80,ZNRF3-AS1
81,RAB17
82,RASAL3
83,OR52E2
84,OR10A5
85,GALNT7
86,PSMB9
87,ZNF214
88,SNORD3D
89,"LINC00905
"
90,HBZ
91,C8ORF12
92,NR1D2
93,ZSCAN9
94,HBEGF
95,PTPRE
96,TTPAL
97,ZNF705A
98,RIBC2
99,RASSF6
100,SLC5A1
101,SNORD116-14
102,MTERF3
103,ZNF295-AS1
104,STOML1
105,KRT81
106,GRAP
107,MEIS3
108,CFI
109,SNORA62
110,TMEM17
111,TTYH3
112,SEC1P
113,APOL6
114,KLK5
115,KLRAP1
116,FLRT3
117,GAFA1
118,OR51Q1
119,DTX3L
120,FLJ43315
121,AGR2
122,TMEM256
123,SUPT20HL2
124,CYTIP
125,LOC440896
126,SLC22A16
127,HBB
128,CYP4Z1
129,KLHL3
130,GCNT3
131,FAM133A
132,BRDT
133,PDCD1LG2
134,ZDHHC14
135,DKK1
136,GLIS3-AS1
137,NUDT16P1
138,SERPINF1
139,ALS2CR12
140,ANPEP
141,NPY6R
142,IL7R
143,FAM171B
144,MRPL15
145,AIM1
146,SMOC1
147,WFDC11
148,DIXDC1
149,CXCR5
150,LY75
151,TTC30A
152,ADAMTS17
153,MIP
154,SNORA20
155,CXCL1
156,PARP14
157,LOC100129449
158,ACE2
159,ANXA3
160,SPRY1
161,GAFA2
162,BTG1
163,MYH15
164,LINC00470
165,ASPSCR1
166,ALDOC
167,MME
168,SLITRK3
169,PNLIPRP3
170,C9ORF66
171,RNF40
172,FIGNL1
173,WDR78
174,IFIT3
175,RNF216P1
176,CGRRF1
177,DNAL1
178,TNC
179,RPPH1
180,SPTLC3
181,HTR2B
182,ITPR1
183,SCAMP5
184,LDHAL6A
185,UG0898H09
186,LPHN3
187,LRRC37A11P
188,SLC5A3
189,OR5C1
190,REEP1
191,LOC389765
192,FCHSD1
193,SLC22A18AS
194,RASSF9
195,GBA
196,TMEM98
197,KRT10
198,BIN2
199,VLDLR-AS1
200,TP53I3
201,SNORD42B
202,DCST2
203,FOLR1
204,HS3ST5
205,LINC00302
206,C22ORF15
207,SIDT1
208,VEPH1
209,CCDC167
210,ALDH3B2
211,TPTEP1
212,HIGD1B
213,FMO9P
214,ZDHHC22
215,DPH6
216,SALL2
217,LIN52
218,EML5
219,TBATA
220,DDX11L9
221,RDM1
222,ARHGEF6
223,FLJ42393
224,VN1R4
225,OR3A3
226,CEACAM5
227,ENPP5
228,THBS1
229,CETN1
230,GEM
231,SIX6
232,CPA2
233,SNORD12C
234,KRTAP27-1
235,WDR54
236,BVES
237,VTCN1
238,LRRC8C
239,SLC8A1
240,SCARNA13
241,IL13RA2
242,FLJ32742
243,SLCO1B3
244,HK1
245,PLXNA2
246,SNORD117
247,GPRASP2
248,SCEL
249,SNORD116-5
250,GOLGA6B
251,LOC100506242
252,CASP7
253,FAM26E
254,BCL2L1
255,SPARC
256,KLHL30-AS1
257,KLK6
258,ZNF396
259,FAP
260,LRRC31
261,FLJ44896
262,OR2B6
263,PLXDC2
264,WDR49
265,DSERG1
266,SNORA2A
267,FGFBP1
268,TP63
269,ZNF682
270,FOLH1
271,GSTT1
272,MMP10
273,NFIL3
274,TRDN
275,PARK2
276,C3ORF14
277,SGK1
278,SNORD41
279,SERPINB3
280,SLC39A8
281,ZNF717
282,PALMD
283,HCRP1
284,KIAA1586
285,PRSS23
286,FUT3
287,KLHL8
288,OR11A1
289,ATP10B
290,DPYD
291,NECAB1
292,WDR66
293,LOC100130876
294,NUPR1
295,ATP13A3
296,OR1N1
297,LRRC8D
298,SERPINB4
299,CNPY1
300,FAM131C
301,MDM1
302,LOC100129884
303,CCDC12
304,OR52K3P
305,ISG15
306,SPINK1
307,TBL1X
308,GIMAP2
309,IFI44L
310,LRCH1
311,DNAJC30
312,FGD5
313,TEX9
314,OR2G6
315,TGFB2
316,SNORD116-2
317,MALL
318,INHBE
319,AADACL3
320,KTN1-AS1
321,ZNF675
322,DNM1P46
323,UCA1
324,TWSG1
325,LIMA1
326,WIPI1
327,TMEM45A
328,CCDC121
329,KRT9
330,AAMDC
331,OR14I1
332,TRGV5
333,CD207
334,PRKACB
335,KIR3DX1
336,GPHA2
337,ALOX12B
338,CTSL3P
339,SPN
340,C6ORF99
341,LINC00116
342,CREB3L1
343,GDPD3
344,ZNF487
345,GPX2
346,LYPD6B
347,MYCNOS
348,C5ORF46
349,GPC6
350,PSMD9
351,LOC100130916
352,CLYBL
353,PPARG
354,LOC100508226
355,LINC00526
356,NUP210P1
357,SPATA45
358,GSTA1
359,SNORA13
360,SERPINC1
361,EPHA4
362,SOWAHC
363,SNORD116-6
364,ANKRD20A5P
365,SETD9
366,TNS4
367,PSMG4
368,MIR517C
369,TLE1
370,RAB3B
371,SIGLEC5
372,LIFR
373,LANCL3
374,NANOS2
375,LOC392364
376,TEX15
377,"ARAFP2
"
378,LINC01124
379,SPTBN5
380,GPR21
381,QPCT
382,IL1RL1
383,SNORD52
384,C11ORF70
385,TMEM244
386,LOC645752
387,ACAD8
388,ASIC1
389,RNF157
390,MPEG1
391,TAS2R41
392,RPL23P8
393,MAGEB3
394,LY86
395,RFPL4A
396,CASP14
397,PLAC8L1
398,USP27X-AS1
399,C5ORF56
400,CLCA4
401,C10ORF85
402,CD180
403,TNNT3
404,CIAO1
405,UCN2
406,MIR21
407,TIRAP
408,TCEANC
409,TDGF1
410,DNASE2B
411,SNORA38
412,CCDC129
413,TELO2
414,ATF5
415,ARNTL2
416,TRIM31
417,FAHD2A
418,MS4A15
419,CMAHP
420,SMOX
421,ATL1
422,RPL34-AS1
423,RHBDL2
424,RPSAP52
425,KHDRBS2
426,CTSC
427,MIR412
428,CA2
429,LOC100131756
430,LOC100134868
431,SNORD116-18
432,MFSD8
433,GCRG224
434,IRF1
435,DAAM2
436,GUCA1C
437,PCDHB3
438,MIR34A
439,KIAA1407
440,TNIK
441,RNF125
442,OR52B4
443,MIR365A
444,PRSS16
445,PCDHB14
446,LOC153684
447,FAM53B
448,TBC1D19
449,SERINC5
450,DNTT
451,LOC100133267
452,ALOX12
453,OR13H1
454,ANGPTL1
455,TIMP1
456,FRG2C
457,CA5A
458,LOC286297
459,OR2T8
460,CASZ1
461,ATP1A2
462,RBM46
463,RAB30
464,SNORD74
465,RASA4
466,SEMA3A
467,SNORD33
468,APH1B
469,CADM2
470,MIR320C1
471,PEAK1
472,OR51M1
473,INSL4
474,C2ORF76
475,GLYATL2
476,HMGCLL1
477,PGM5
478,SLC19A3
479,TSGA10
480,KLHL26
481,PLA2G10
482,ACTR3C
483,PRRG2
484,CCL26
485,SCGB3A2
486,SNORA55
487,SULT1A2
488,AWAT2
489,CR1L
490,SNORD15A
491,LAMA4
492,SNORA16B
493,LYZL2
494,TEX43
495,DSG1
496,METTL7A
497,MOB3C
498,C12ORF36
499,CD44
500,SLITRK6
501,C4ORF27
502,SNORA70B
503,CD24
504,CXCR6
505,HPGD
506,CHTF8
507,NRP1
508,RNU5A-1
509,AKIP1
510,CXCL16
511,MAP2K2
512,FAM134B
513,OR2T10
514,BSCL2
515,BTNL3
516,APOBEC3B
517,NABP1
518,CD28
519,SNORD59B
520,FLJ30679
521,GPR141
522,DEFB108B
523,TRIM22
524,HSD17B6
525,PLAC8
526,ODF3B
527,LOC100131541
528,OR2A2
529,LCE2C
530,SLC26A2
531,MIR29C
532,RARRES3
533,CRIPAK
534,LOC100129860
535,ERAP2
536,ESPNP
537,ZIC1
538,VAT1L
539,RNF19B
540,LFNG
541,TMEM116
542,SPTSSB
543,METTL7B
544,RAPGEF5
545,ABCC2
546,OASL
547,LPCAT2
548,CARTPT
549,PRLR
550,GSTA4
551,KRTAP20-1
552,ANKRD20A9P
553,DNMT3B
554,DEFB109P1B
555,ADCY10P1
556,MIR103B2
557,CAPN6
558,BNIP3
559,SNORA75
560,TNFAIP6
561,MAOA
562,TOM1L2
563,CHRDL1
564,ELK3
565,FIBP
566,CEACAM6
567,SMPDL3A
568,AQP3
569,HSP90B2P
570,TLR3
571,FNDC3A
572,KRTAP5-5
573,EPB41L4A
574,CLLU1OS
575,TSLP
576,PDILT
577,RCBTB1
578,SNORA29
579,PGLYRP3
580,ACBD7
581,C14ORF1
582,GLRA3
583,CDRT15
584,SFTPD
585,TREML3P
586,LRAT
587,FTL
588,SLCO1B7
589,ACSL5
590,ZNF528
591,CD101
592,TUBB7P
593,ANXA10
594,EFTUD1P1
595,PAPPA-AS1
596,CCNE1
597,CKMT2
598,NDUFB1
599,PMS2CL
