,0
0,TNIK
1,SLC28A3
2,KTN1-AS1
3,PCDHB14
4,CXCL1
5,UCA1
6,PARP14
7,RNU4-2
8,ANXA3
9,WIPI1
10,TMEM45A
11,BTG1
12,MME
13,PNLIPRP3
14,LOC286297
15,IFIT3
16,C6ORF99
17,TNC
18,RBM46
19,SLIT2
20,ZNF487
21,GPX2
22,SEMA3A
23,C5ORF46
24,GPC6
25,CCDC80
26,LOC100132099
27,LPHN3
28,PPARG
29,ARL4C
30,FLJ46010
31,GLYATL2
32,SOWAHC
33,TNS4
34,PSMG4
35,LGALS9
36,ACTR3C
37,CCL26
38,SNORA55
39,LEMD1
40,CP
41,SCNN1G
42,SYTL2
43,SIDT1
44,PLA2G7
45,CLDN8
46,C12ORF36
47,CD44
48,SLITRK6
49,SPRR1B
50,LOC441233
51,SNORA70B
52,CD24
53,EML5
54,ARHGEF6
55,LINC01124
56,SERPINB13
57,CEACAM5
58,HPGD
59,THBS1
60,CHTF8
61,STC1
62,FAM134B
63,GALNT7
64,PSMB9
65,OR2T10
66,VTCN1
67,LOC645752
68,NABP1
69,IL13RA2
70,GPR141
71,LCE2C
72,HBEGF
73,SLC26A2
74,RFPL4A
75,SCEL
76,ZNF705A
77,GOLGA6B
78,CASP14
79,RASSF6
80,LOC100506242
81,CASP7
82,PLAC8L1
83,USP27X-AS1
84,CLCA4
85,SLC5A1
86,ERAP2
87,SPARC
88,RNF19B
89,SPTSSB
90,CD180
91,ABCC2
92,PRLR
93,MIR21
94,KLHL30-AS1
95,ANKRD20A9P
96,GSTA4
97,KLK6
98,BNIP3
99,FAP
100,DNASE2B
101,LRRC31
102,FLJ44896
103,TNFAIP6
104,CEACAM6
105,CCDC129
106,PLXDC2
107,CFI
108,SNORA62
109,TP63
110,FOLH1
111,ARNTL2
112,TRIM31
113,APOL6
114,CLLU1OS
115,OR51Q1
116,SERPINB3
117,AGR2
118,SUPT20HL2
119,PALMD
120,CYTIP
121,PRSS23
122,CYP4Z1
123,GCNT3
124,CTSC
125,DPYD
126,SFTPD
127,NUPR1
128,PDCD1LG2
129,ZDHHC14
130,DKK1
131,CA2
132,LRAT
133,ATP13A3
134,ACSL5
135,ANPEP
136,SERPINB4
137,TEX9
138,TGFB2
139,IL7R
140,CKMT2
141,GUCA1C
142,MALL
