,0
0,MDM2
1,CASP9
2,MSH2
3,VEGFA
4,MTOR
5,BCL2
6,MSH6
7,SP1
8,BAX
9,SIRT1
10,BAD
11,RAD51
12,BRCA1
13,BRCA2
14,NCOA3
15,E2F1
16,JAK1
17,PTEN
18,CASP3
19,AKT1
20,JUN
21,MYC
22,EP300
23,RAD50
24,CREB1
25,IRS1
26,FOXO1
27,ESR1
28,EGFR
29,BARD1
30,CTNNB1
31,TP53
32,MAPK1
