,0
0,MDM2
1,CASP9
2,GRB2
3,MTOR
4,BCL2
5,CYCS
6,SOS1
7,GSK3B
8,STAT5A
9,BAX
10,MAP2K2
11,MAP2K1
12,SHC1
13,LEF1
14,BAD
15,FOXO3
16,JAK1
17,BCL2L1
18,IGF1R
19,IGF1
20,AKT1
21,CASP3
22,JUN
23,MYC
24,IGF2
25,FOS
26,PDPK1
27,TCF7
28,CREB1
29,IRS1
30,FOXO1
31,JAK2
32,APAF1
33,STAT3
34,MAPK3
35,SRC
36,RAF1
37,PIK3CA
38,CTNNB1
39,PRKCA
40,TP53
41,MAPK1
