,0
0,SYTL2
1,ANXA3
2,SIDT1
3,DKK1
4,PSME1
5,BTG1
6,SLC26A2
7,PRSS23
8,TMSB4X
9,PSME2
10,CD24
11,PLOD2
12,S100A7
