,0
0,SLC28A3
1,NCOR1
2,CYP4Z2P
3,IL15RA
4,GLYCTK
5,RNU4-1
6,SLC22A12
7,LINC00575
8,AFAP1-AS1
9,RNU4-2
10,DOCK8
11,DHX35
12,PHACTR2
13,FTMT
14,PMAIP1
15,C5ORF55
16,SLC1A1
17,ZNF204P
18,PCLO
19,METRNL
20,MSL3P1
21,SIGLEC15
22,CCDC112
23,SLIT2
24,KRT23
25,VHL
26,GHR
27,HNRNPCL1
28,MAP2
29,CCDC80
30,LOC100132099
31,FAM160A1
32,SOHLH2
33,KDM8
34,ARL4C
35,FLJ46010
36,BPIFB3
37,FAM19A1
38,LOC442132
39,ZNF600
40,LOC100134822
41,SULT1B1
42,MIR152
43,LGALS9
44,PIGQ
45,LEMD1
46,CP
47,FLJ11710
48,OR2Z1
49,SCNN1G
50,BRMS1L
51,SYTL2
52,PLA2G7
53,STAC2
54,CYP2B7P
55,NKAPP1
56,GABRR2
57,CLDN8
58,NUFIP1
59,ZNF559-ZNF177
60,SPRR1B
61,LOC441233
62,NFE2L3
63,SFR1
64,C1ORF116
65,ODF2L
66,SERPINB13
67,OR56B4
68,OR2T27
69,STC1
70,C10ORF55
71,KRTAP10-5
72,CFAP44
73,LOC554206
74,GALNT7
75,OR4K5
76,PSMB9
77,CELA2A
78,GRIK2
79,GXYLT2
80,CALCRL
81,TOP3B
82,PLEKHS1
83,KLF8
84,"GOLGA2P9
"
85,HBEGF
86,ZNF816
87,RBMY2EP
88,ANKRD20A4
89,TSPAN1
90,TAS2R39
91,KLHL33
92,ZNF705A
93,MRGPRG
94,RASSF6
95,GSTA2
96,AMZ2P1
97,SLC5A1
98,LOC441666
99,MRGPRX3
100,ZNF648
101,TDRKH
102,ADORA3
103,ENGASE
104,ZNF845
105,CFI
106,SNORA62
107,OTOR
108,ERP27
109,SLC36A3
110,"SCOC-AS1
"
111,APOL6
112,OR51Q1
113,CARD6
114,RUNX2
115,AGR2
116,SUPT20HL2
117,CYTIP
118,CYP4Z1
119,LPAR6
120,GCNT3
121,REG3A
122,PDCD1LG2
123,IL18
124,DOK5
125,ZDHHC14
126,KCNE3
127,DKK1
128,GPR162
129,ANPEP
130,CA5BP1
131,PBOV1
132,MED9
133,CCDC142
134,SERPINB7
135,NPM3
136,IGFBP3
137,ASB16-AS1
138,PLEKHA3
139,NHSL1
140,IL7R
141,C1S
142,SNORA28
143,TEX101
144,ITGB1BP2
145,MOP-1
146,DDX58
147,CXCL1
148,PARP14
149,PHEX
150,SNORD14C
151,ACKR2
152,LINC00671
153,RAB42
154,ANXA3
155,BTG1
156,CACNG2
157,MSRB1
158,RLBP1
159,LINC00189
160,KLK13
161,MME
162,GUSBP4
163,PNLIPRP3
164,LCN2
165,TMEM217
166,LRTM2
167,RXFP1
168,HIST2H4B
169,IFIT3
170,RFX4
171,SNX29P2
172,TNC
173,SLC9A9
174,KRCC1
175,ATG10
176,HTR1D
177,LOC100506571
178,SNORD116-4
179,REPS2
180,LOC647983
181,SPATA31D5P
182,LPHN3
183,MIR191
184,LIX1
185,ZNF519
186,CD55
187,C10ORF32
188,LOC100130924
189,LOC157740
190,ANKRD20A3
191,EHD3
192,HSPA7
193,TENM2
194,SPATA16
195,SIDT1
196,P2RY2
197,OR3A1
198,SH3PXD2B
199,SC5D
200,ANKRD20A1
201,C1ORF162
202,FAM43A
203,AKAP4
204,SNORD1A
205,TMPRSS7
206,CLCA2
207,SNORD13P2
208,FLJ11292
209,GLT8D2
210,EML5
211,ARHGEF6
212,CEACAM5
